comparison,mode,source_file,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label,question_id,product,cited,ref_count,first_citation_index,first_citation_score,citation_position_proxy,citation_position_score,citation_share_of_voice,recommendation_rank_proxy,rank_score_proxy,top1_cited_flag,brand_mentioned,brand_mention_count,first_mention_index,first_mention_score,mention_share_of_voice,mention_position_proxy,mention_position_score,average_mention_position_proxy,top1_mentioned_flag,feature_categories,feature_count,feature_coverage,tfidf_product_answer_similarity,bigram_overlap_product_answer,pais_product_answer_influence_score,brand_context_sentiment_score,brand_context_positive_hits,brand_context_negative_hits,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,7,Century,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,172,BR > BR > BR > BR,,
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,7,July,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,172,BR > BR > BR > BR,,
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,7,Rimowa,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,172,BR > BR > BR > BR,,
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,8,Away,1,2,4.0,0.25,4,0.4,0.2,4,0.4,0,1,3,5.0,0.2,0.25,4,0.4,4,0,cleaning_care;durability_protection;lock_security;material_shell;overhead_bin_or_airline_fit;packing_organization;price_value;weight;wheels_mobility,9,0.47368421052631576,0.14553245461353095,0.27956989247311825,0.38244548356560376,0.7142857142857143,12,2,243,Rimowa > Century > July > Away > Away > Century > July > Century > Rimowa > BR,"[RIMOWA] [Hartmann] [July] [Away]
If budget matters most, Away’s Carry-On seems like the best fit because it is $275 and still includes a durable lightweight 100% polycarbonate shell, premium 360 smooth-gliding wheels, a TSA-approved combination lock, a compression system, three mesh pockets, one hanging pocket, and a water-resistant laundry bag. [Away]
If the lowest stated weight matters slightly more than the lowest price, Hartmann is the lighter stated hard-shell option at 7.3 pounds and $300, with polycarbonate construction, double spinner wheels, a recessed TSA lock, zippered pockets, and a garment sleeve.","RIMOWA calls the Essential Lite the lightest suitcase across its own collections, but the provided page does not give a numeric weight for direct comparison, while the stated hard-shell weights are 7.3 pounds for Hartmann, 7.4 pounds for July, and 7.5 pounds for Away. If budget matters most, Away’s Carry-On seems like the best fit because it is $275 and still includes a durable lightweight 100% polycarbonate shell, premium 360 smooth-gliding wheels, a TSA-approved combination lock, a compression system, three mesh pockets, one hanging pocket, and a water-resistant laundry bag. Compared with higher-priced or more feature-heavy options, the budget-focused Away choice may give up extras such as July’s ejectable USB-C battery, reinforced bumpers, YKK Japanese zippers, and odor-proof hidden laundry bag; Hartmann’s integrated USB port, garment sleeve, and expansion; RIMOWA’s Multiwheel system and lifetime guarantee; and Briggs & Riley’s CX compression-expansion system, SpeedThru pocket, PowerPocket, and airline-damage lifetime repair guarantee."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,8,BR,1,1,10.0,0.1,10,0.0,0.1,5,0.2,0,1,1,12.0,0.08333333333333333,0.08333333333333333,5,0.2,5,0,,0,0.0,0.014478036775032396,0.25,0.1437289406883398,-1.0,0,1,243,Rimowa > Century > July > Away > Away > Century > July > Century > Rimowa > BR,[July] [Hartmann] [RIMOWA] [Briggs & Riley],"Compared with higher-priced or more feature-heavy options, the budget-focused Away choice may give up extras such as July’s ejectable USB-C battery, reinforced bumpers, YKK Japanese zippers, and odor-proof hidden laundry bag; Hartmann’s integrated USB port, garment sleeve, and expansion; RIMOWA’s Multiwheel system and lifetime guarantee; and Briggs & Riley’s CX compression-expansion system, SpeedThru pocket, PowerPocket, and airline-damage lifetime repair guarantee."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,8,Century,1,3,2.0,0.5,2,0.8,0.3,2,0.8,0,1,3,3.0,0.3333333333333333,0.25,2,0.8,2,0,cleaning_care;durability_protection;electronics_convenience;expansion;lock_security;material_shell;overhead_bin_or_airline_fit;packing_organization;price_value;warranty_trial_return;weight;wheels_mobility,12,0.631578947368421,0.10137127811932657,0.05511811023622047,0.5048577616329826,0.3333333333333333,6,3,243,Rimowa > Century > July > Away > Away > Century > July > Century > Rimowa > BR,"[RIMOWA] [Hartmann] [July] [Away]
If budget matters most, Away’s Carry-On seems like the best fit because it is $275 and still includes a durable lightweight 100% polycarbonate shell, premium 360 smooth-gliding wheels, a TSA-approved combination lock, a compression system, three mesh pockets, one hanging pocket, and a water-resistant laundry bag. [Hartmann]
Compared with higher-priced or more feature-heavy options, the budget-focused Away choice may give up extras such as July’s ejectable USB-C battery, reinforced bumpers, YKK Japanese zippers, and odor-proof hidden laundry bag; Hartmann’s integrated USB port, garment sleeve, and expansion; RIMOWA’s Multiwheel system and lifetime guarantee; and Briggs & Riley’s CX compression-expansion system, SpeedThru pocket, PowerPocket, and airline-damage lifetime repair guarantee. [July] [Hartmann] [RIMOWA] [Briggs & Riley]","RIMOWA calls the Essential Lite the lightest suitcase across its own collections, but the provided page does not give a numeric weight for direct comparison, while the stated hard-shell weights are 7.3 pounds for Hartmann, 7.4 pounds for July, and 7.5 pounds for Away. If the lowest stated weight matters slightly more than the lowest price, Hartmann is the lighter stated hard-shell option at 7.3 pounds and $300, with polycarbonate construction, double spinner wheels, a recessed TSA lock, zippered pockets, and a garment sleeve. Compared with higher-priced or more feature-heavy options, the budget-focused Away choice may give up extras such as July’s ejectable USB-C battery, reinforced bumpers, YKK Japanese zippers, and odor-proof hidden laundry bag; Hartmann’s integrated USB port, garment sleeve, and expansion; RIMOWA’s Multiwheel system and lifetime guarantee; and Briggs & Riley’s CX compression-expansion system, SpeedThru pocket, PowerPocket, and airline-damage lifetime repair guarantee."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,8,July,1,2,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,2,4.0,0.25,0.16666666666666666,3,0.6,3,0,cleaning_care;durability_protection;lock_security;material_shell;overhead_bin_or_airline_fit;packing_organization;price_value;weight;wheels_mobility,9,0.47368421052631576,0.08955135381251017,0.1016949152542373,0.3612346834892341,0.5,6,2,243,Rimowa > Century > July > Away > Away > Century > July > Century > Rimowa > BR,"[RIMOWA] [Hartmann] [July] [Away]
If budget matters most, Away’s Carry-On seems like the best fit because it is $275 and still includes a durable lightweight 100% polycarbonate shell, premium 360 smooth-gliding wheels, a TSA-approved combination lock, a compression system, three mesh pockets, one hanging pocket, and a water-resistant laundry bag. [July] [Hartmann] [RIMOWA] [Briggs & Riley]","RIMOWA calls the Essential Lite the lightest suitcase across its own collections, but the provided page does not give a numeric weight for direct comparison, while the stated hard-shell weights are 7.3 pounds for Hartmann, 7.4 pounds for July, and 7.5 pounds for Away. Compared with higher-priced or more feature-heavy options, the budget-focused Away choice may give up extras such as July’s ejectable USB-C battery, reinforced bumpers, YKK Japanese zippers, and odor-proof hidden laundry bag; Hartmann’s integrated USB port, garment sleeve, and expansion; RIMOWA’s Multiwheel system and lifetime guarantee; and Briggs & Riley’s CX compression-expansion system, SpeedThru pocket, PowerPocket, and airline-damage lifetime repair guarantee."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,8,Rimowa,1,2,1.0,1.0,1,1.0,0.2,1,1.0,1,1,3,1.0,1.0,0.25,1,1.0,1,1,cleaning_care;durability_protection;lock_security;material_shell;overhead_bin_or_airline_fit;packing_organization;price_value;weight;wheels_mobility,9,0.47368421052631576,0.0655010873632565,0.03389830508474576,0.479588472007293,0.5,6,2,243,Rimowa > Century > July > Away > Away > Century > July > Century > Rimowa > BR,"[RIMOWA] [Hartmann] [July] [Away]
If budget matters most, Away’s Carry-On seems like the best fit because it is $275 and still includes a durable lightweight 100% polycarbonate shell, premium 360 smooth-gliding wheels, a TSA-approved combination lock, a compression system, three mesh pockets, one hanging pocket, and a water-resistant laundry bag. [July] [Hartmann] [RIMOWA] [Briggs & Riley]","RIMOWA calls the Essential Lite the lightest suitcase across its own collections, but the provided page does not give a numeric weight for direct comparison, while the stated hard-shell weights are 7.3 pounds for Hartmann, 7.4 pounds for July, and 7.5 pounds for Away. Compared with higher-priced or more feature-heavy options, the budget-focused Away choice may give up extras such as July’s ejectable USB-C battery, reinforced bumpers, YKK Japanese zippers, and odor-proof hidden laundry bag; Hartmann’s integrated USB port, garment sleeve, and expansion; RIMOWA’s Multiwheel system and lifetime guarantee; and Briggs & Riley’s CX compression-expansion system, SpeedThru pocket, PowerPocket, and airline-damage lifetime repair guarantee."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,9,Away,1,1,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,3,3.0,0.3333333333333333,0.3,3,0.6,3,0,comparison_ready_evidence;durability_protection;lock_security;material_shell;tradeoff_or_limitation;warranty_trial_return;wheels_mobility,7,0.3684210526315789,0.06271071211506224,0.11627906976744186,0.25366821341444445,0.5,9,3,249,July > BR > Away > Century > Rimowa,"[Away]
Hartmann offers a durable 100% polycarbonate shell with metallic film, a recessed TSA lock, double spinner wheels with ball bearings, and a limited 10-year global warranty, but the provided page gives fewer rough-handling protection details than July, Away, or Briggs & Riley.","Away stands out for tested durability and zipper security because the page lists a 100% polycarbonate shell, ergonomic reverse-coil zippers for easy access and extra security, a TSA-approved combination lock, wheel testing over 480 simulated New York City blocks, zipper testing up to 8,000 uses, and drop testing with bags loaded up to 60 pounds at 10°F. Hartmann offers a durable 100% polycarbonate shell with metallic film, a recessed TSA lock, double spinner wheels with ball bearings, and a limited 10-year global warranty, but the provided page gives fewer rough-handling protection details than July, Away, or Briggs & Riley. RIMOWA offers TSA-approved locks, polycarbonate construction, the Multiwheel system, and a lifetime guarantee, but the provided page does not describe reinforced corners, reinforced zippers, or drop-protection features in the same level of detail as July or Away."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,9,BR,1,1,2.0,0.5,2,0.8,0.2,2,0.8,0,1,2,2.0,0.5,0.2,2,0.8,2,0,durability_protection;handle;lock_security;material_shell;weight;wheels_mobility,6,0.3157894736842105,0.04618813000164737,0.06557377049180328,0.2655649196442754,0.8,9,1,249,July > BR > Away > Century > Rimowa,"[Briggs & Riley]
Away stands out for tested durability and zipper security because the page lists a 100% polycarbonate shell, ergonomic reverse-coil zippers for easy access and extra security, a TSA-approved combination lock, wheel testing over 480 simulated New York City blocks, zipper testing up to 8,000 uses, and drop testing with bags loaded up to 60 pounds at 10°F.","Briggs & Riley stands out for rough-handling protection and serviceability rather than hard-shell armor: it has impact-resistant corner guards, self-repairing YKK zippers, a TSA-accepted Travel Sentry cable lock, premium ultra-durable ballistic nylon, and a lifetime guarantee that covers airline damage repairs free of charge. Hartmann offers a durable 100% polycarbonate shell with metallic film, a recessed TSA lock, double spinner wheels with ball bearings, and a limited 10-year global warranty, but the provided page gives fewer rough-handling protection details than July, Away, or Briggs & Riley."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,9,Century,1,1,4.0,0.25,4,0.4,0.2,4,0.4,0,1,1,4.0,0.25,0.1,4,0.4,4,0,comparison_ready_evidence;durability_protection;lock_security;material_shell;tradeoff_or_limitation;warranty_trial_return,6,0.3157894736842105,0.027616600975833246,0.05128205128205128,0.2097068559576498,0.3333333333333333,4,2,249,July > BR > Away > Century > Rimowa,"[Hartmann]
RIMOWA offers TSA-approved locks, polycarbonate construction, the Multiwheel system, and a lifetime guarantee, but the provided page does not describe reinforced corners, reinforced zippers, or drop-protection features in the same level of detail as July or Away.","Hartmann offers a durable 100% polycarbonate shell with metallic film, a recessed TSA lock, double spinner wheels with ball bearings, and a limited 10-year global warranty, but the provided page gives fewer rough-handling protection details than July, Away, or Briggs & Riley."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,9,July,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,3,1.0,1.0,0.3,1,1.0,1,1,durability_protection;lock_security;material_shell;overhead_bin_or_airline_fit;warranty_trial_return,5,0.2631578947368421,0.044961259107784875,0.061224489795918366,0.3541408375716465,0.6923076923076923,11,2,249,July > BR > Away > Century > Rimowa,"[July]
Briggs & Riley stands out for rough-handling protection and serviceability rather than hard-shell armor: it has impact-resistant corner guards, self-repairing YKK zippers, a TSA-accepted Travel Sentry cable lock, premium ultra-durable ballistic nylon, and a lifetime guarantee that covers airline damage repairs free of charge.","July stands out among the hard-shell options for protection details because it combines an aerospace-grade German polycarbonate shell, reinforced bumpers, an integrated TSA lock, YKK Japanese zippers, and a curved eggshell design that the page says minimizes damage and uses anodized aluminum bumpers for extra protection on hard drops. Hartmann offers a durable 100% polycarbonate shell with metallic film, a recessed TSA lock, double spinner wheels with ball bearings, and a limited 10-year global warranty, but the provided page gives fewer rough-handling protection details than July, Away, or Briggs & Riley. RIMOWA offers TSA-approved locks, polycarbonate construction, the Multiwheel system, and a lifetime guarantee, but the provided page does not describe reinforced corners, reinforced zippers, or drop-protection features in the same level of detail as July or Away."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,9,Rimowa,1,1,5.0,0.2,5,0.2,0.2,5,0.2,0,1,1,8.0,0.125,0.1,5,0.2,5,0,,0,0.0,0.13112437022464227,0.0,0.14955820737826178,0.0,1,1,249,July > BR > Away > Century > Rimowa,[RIMOWA],"RIMOWA offers TSA-approved locks, polycarbonate construction, the Multiwheel system, and a lifetime guarantee, but the provided page does not describe reinforced corners, reinforced zippers, or drop-protection features in the same level of detail as July or Away."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,10,Away,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,197,BR > BR > BR > July,,
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,10,BR,1,3,1.0,1.0,1,1.0,0.75,1,1.0,1,1,4,1.0,1.0,0.8,1,1.0,1,1,cleaning_care;dimensions;electronics_convenience;lock_security;packing_organization;tradeoff_or_limitation;wheels_mobility,7,0.3684210526315789,0.09298804800983276,0.11965811965811966,0.5602305380770003,-0.42857142857142855,2,5,197,BR > BR > BR > July,"[Briggs & Riley]
It also adds practical business-travel touches such as a HideAway ID tag, SmartLink strap, self-repairing YKK zippers, and a TSA-accepted Travel Sentry cable lock. [Briggs & Riley]
The provided Briggs & Riley page does not mention a wet-item compartment or tracking-storage pocket, so there is not enough product-page information to say it covers those specific needs. [Briggs & Riley]
July is the better alternative if built-in electronics charging and laundry separation matter more than exterior business pockets, because it has an ejectable USB-C battery that charges a phone and laptop, CaseSafe Tracking listed on the page, SilentMove 360-degree spinner wheels, a Y-Strap compression system, and a hidden stain-proof, odor-proof laundry bag.","For business or tech-heavy travel, Briggs & Riley’s Baseline Essential 22-inch Carry-On Expandable Spinner seems the most useful overall because it combines a SpeedThru pocket for quick access to essentials, a PowerPocket for storing a battery pack and passing through a USB cord, a large front pocket, two mesh-lid interior zip pockets, an integrated garment carrier, a flat Outsider-handle packing surface, 360-degree spinner wheels, and multiple grab handles. The provided Briggs & Riley page does not mention a wet-item compartment or tracking-storage pocket, so there is not enough product-page information to say it covers those specific needs."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,10,Century,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,197,BR > BR > BR > July,,
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,10,July,1,1,4.0,0.25,4,0.4,0.25,2,0.8,0,1,1,5.0,0.2,0.2,2,0.8,2,0,,0,0.0,0.0858462518542441,0.0,0.15050258370418215,1.0,1,0,197,BR > BR > BR > July,[July],"July is the better alternative if built-in electronics charging and laundry separation matter more than exterior business pockets, because it has an ejectable USB-C battery that charges a phone and laptop, CaseSafe Tracking listed on the page, SilentMove 360-degree spinner wheels, a Y-Strap compression system, and a hidden stain-proof, odor-proof laundry bag."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_6.txt,baseline_all_current_2026,,current_2026,6,10,6-10,10,Rimowa,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,197,BR > BR > BR > July,,
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_11.txt,baseline_all_current_2026,,current_2026,11,15,11-15,11,Away,1,2,1.0,1.0,1,1.0,0.25,1,1.0,1,1,2,1.0,1.0,0.25,1,1.0,1,1,dimensions;overhead_bin_or_airline_fit;wheels_mobility,3,0.15789473684210525,0.07224341028752114,0.14814814814814814,0.43491651831481415,0.3333333333333333,4,2,299,Away > July > BR > BR > Century > Rimowa > Away > July,"[Away]
July is also a strong option because the page says it is designed to hold the maximum amount allowed inside the cabin, lists 21.5"" x 15"" x 8.5"" external dimensions including wheels, and says its 115 cm total linear dimensions are approved to fit as carry-on for all International standards. [Away] [July]","The safest choice for stricter carry-on situations appears to be Away because it is described as the brand’s smallest suitcase, sized to fit in all overhead bins, meeting carry-on requirements for most major airlines, including international carriers, and its 21.7"" x 14.4"" x 9"" exterior measurements include the wheels. Overall, I would choose Away first to reduce gate-check risk, with July as another strong candidate if the shopper is comfortable relying on its “all International standards” claim."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_11.txt,baseline_all_current_2026,,current_2026,11,15,11-15,11,BR,1,2,3.0,0.3333333333333333,3,0.6,0.25,3,0.6,0,1,2,3.0,0.3333333333333333,0.25,3,0.6,3,0,dimensions;expansion;overhead_bin_or_airline_fit;tradeoff_or_limitation;weight,5,0.2631578947368421,0.10544715742925319,0.14666666666666667,0.3290543437665524,-1.0,0,3,299,Away > July > BR > BR > Century > Rimowa > Away > July,"[Briggs & Riley]
The Briggs & Riley bag has a possible limitation when expanded because its exterior dimensions are listed as 22"" x 14"" x 9-11.5"", so the expanded depth may be too large for some carry-on limits. [Briggs & Riley]
Hartmann gives standard-looking carry-on dimensions of 22"" x 14"" x 9"", but it also says carry-on size and weight allowances vary by airline and the bag has 1.5"" expansion, so a shopper should double-check the operating airline before purchase.","Briggs & Riley seems safest mainly for domestic U.S. The Briggs & Riley bag has a possible limitation when expanded because its exterior dimensions are listed as 22"" x 14"" x 9-11.5"", so the expanded depth may be too large for some carry-on limits."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_11.txt,baseline_all_current_2026,,current_2026,11,15,11-15,11,Century,1,1,5.0,0.2,5,0.2,0.125,4,0.4,0,1,1,5.0,0.2,0.125,4,0.4,4,0,overhead_bin_or_airline_fit;tradeoff_or_limitation,2,0.10526315789473684,0.021323093097325142,0.05555555555555555,0.15698391686507907,-0.5,1,3,299,Away > July > BR > BR > Century > Rimowa > Away > July,"[Hartmann]
RIMOWA gives a cabin size of 21.7"" x 15.8"" x 9.1"" but does not provide airline-fit language in the supplied text, so it has a possible size-risk question for stricter airlines.","Hartmann gives standard-looking carry-on dimensions of 22"" x 14"" x 9"", but it also says carry-on size and weight allowances vary by airline and the bag has 1.5"" expansion, so a shopper should double-check the operating airline before purchase."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_11.txt,baseline_all_current_2026,,current_2026,11,15,11-15,11,July,1,2,2.0,0.5,2,0.8,0.25,2,0.8,0,1,2,2.0,0.5,0.25,2,0.8,2,0,,0,0.0,0.03151551248168951,0.0,0.2729697691630046,0.2,3,2,299,Away > July > BR > BR > Century > Rimowa > Away > July,"[July]
Briggs & Riley seems safest mainly for domestic U.S. [Away] [July]","July is also a strong option because the page says it is designed to hold the maximum amount allowed inside the cabin, lists 21.5"" x 15"" x 8.5"" external dimensions including wheels, and says its 115 cm total linear dimensions are approved to fit as carry-on for all International standards. Overall, I would choose Away first to reduce gate-check risk, with July as another strong candidate if the shopper is comfortable relying on its “all International standards” claim."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_11.txt,baseline_all_current_2026,,current_2026,11,15,11-15,11,Rimowa,1,1,6.0,0.16666666666666666,6,0.0,0.125,5,0.2,0,1,1,6.0,0.16666666666666666,0.125,5,0.2,5,0,overhead_bin_or_airline_fit;tradeoff_or_limitation,2,0.10526315789473684,0.01636364132880669,0.0,0.14099202651137538,-0.3333333333333333,2,4,299,Away > July > BR > BR > Century > Rimowa > Away > July,"[RIMOWA]
Overall, I would choose Away first to reduce gate-check risk, with July as another strong candidate if the shopper is comfortable relying on its “all International standards” claim.","RIMOWA gives a cabin size of 21.7"" x 15.8"" x 9.1"" but does not provide airline-fit language in the supplied text, so it has a possible size-risk question for stricter airlines."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_11.txt,baseline_all_current_2026,,current_2026,11,15,11-15,12,Away,1,2,2.0,0.5,2,0.8,0.2,2,0.8,0,1,1,2.0,0.5,0.14285714285714285,2,0.8,2,0,cleaning_care;durability_protection;sustainability;tradeoff_or_limitation,4,0.21052631578947367,0.027187171507879505,0.0,0.3142093641261373,0.2,3,2,226,July > Away > BR > Century > Rimowa > July > Away > BR > Century > Rimowa,"[Away]
Briggs & Riley mentions premium ultra-durable ballistic nylon, impact-resistant corner guards, and self-repairing YKK zippers, which support durability, but the provided text does not mention stain resistance, scuff resistance, scratch resistance, water resistance, or wipe-clean materials. [July] [Away] [Briggs & Riley] [Hartmann] [RIMOWA]","Away mentions a durable 100% polycarbonate shell and a water-resistant polyester laundry bag, but the provided text does not say the shell is stain-resistant, scuff-resistant, scratch-resistant, water-resistant, or wipe-clean."
03_2026_current_vs_2023_2024_geo_rewrite,baseline,baseline_curr/baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline_curr\baseline_11.txt,baseline_all_current_2026,,current_2026,11,15,11-15,12,BR,1,2,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,1,3.0,0.3333333333333333,0.14285714285714285,3,0.6,3,0,cleaning_care;durability_protection;material_shell;tradeoff_or_limitation,4,0.21052631578947367,0.023971766997464845,0.027777777777777776,0.2843996165573877,0.2,3,2,226,July > Away > BR > Century > Rimowa > July > Away > BR > Century > Rimowa,"[Briggs & Riley]
Hartmann mentions a durable 100% polycarbonate shell with metallic film, but the provided text does not say the finish is stain-resistant, scuff-resistant, scratch-resistant, water-resistant, or wipe-clean. [July] [Away] [Briggs & Riley] [Hartmann] [RIMOWA]","Briggs & Riley mentions premium ultra-durable ballistic nylon, impact-resistant corner guards, and self-repairing YKK zippers, which support durability, but the provided text does not mention stain resistance, scuff resistance, scratch resistance, water resistance, or wipe-clean materials."
