comparison,mode,source_file_geo,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label_geo,question_id,product,cited_geo,ref_count_geo,first_citation_index,first_citation_score_geo,recommendation_rank_proxy_geo,rank_score_proxy_geo,top1_cited_flag_geo,feature_categories,feature_count_geo,feature_coverage_geo,tfidf_product_answer_similarity_geo,bigram_overlap_product_answer_geo,pais_product_answer_influence_score_geo,answer_word_count,citation_sequence,cited_answer_sentences,cited_current,ref_count_current,first_citation_score_current,recommendation_rank_proxy_current,rank_score_proxy_current,top1_cited_flag_current,feature_count_current,feature_coverage_current,tfidf_product_answer_similarity_current,bigram_overlap_product_answer_current,pais_product_answer_influence_score_current,source_file_current,prompt_set_label_current,current_baseline_match_found,delta_cited,delta_ref_count,delta_first_citation_score,delta_recommendation_rank_proxy,delta_rank_score_proxy,delta_top1_cited_flag,delta_feature_count,delta_feature_coverage,delta_tfidf_product_answer_similarity,delta_bigram_overlap_product_answer,delta_pais_product_answer_influence_score,delta_citation_rate,delta_mean_ref_count,rank_improvement_geo_minus_current,delta_top1_cited_share,delta_pais
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_1.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,1,5,1-5,4,Delsey,1,1,3.0,0.3333333333333333,2,0.8,0,packing_organization,1,0.05263157894736842,0.07059530840147984,0.14814814814814814,0.19686759969199188,125,BEIS > BEIS > Delsey > Monos,"[Delsey]
Monos has a zipped panel for shoes and other items, a compression pad, ballistic nylon straps, generously sized pockets, an included laundry bag, and two shoe bags.",0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_curr/baseline_1_curr.txt,1-5,True,1.0,1.0,0.3333333333333333,-4.0,0.8,0.0,1.0,0.05263157894736842,0.07059530840147984,0.14814814814814814,0.19686759969199188,1.0,1.0,4.0,0.0,0.19686759969199188
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_1.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,1,5,1-5,5,Delsey,1,1,6.0,0.16666666666666666,4,0.4,0,,0,0.0,0.03338278886436102,0.0,0.12334322443953888,179,Monos > Monos > Travelpro > Travelpro > BEIS > Delsey,[Travelpro] [BEIS] [Delsey],1.0,1.0,0.2,3.0,0.6,0.0,7.0,0.3684210526315789,0.06391215486059175,0.0,0.20979997483176746,baseline_curr/baseline_1_curr.txt,1-5,True,0.0,0.0,-0.033333333333333354,1.0,-0.19999999999999996,0.0,-7.0,-0.3684210526315789,-0.030529365996230733,0.0,-0.08645675039222858,0.0,0.0,-1.0,0.0,-0.08645675039222858
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_11.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,11,15,11-15,11,Delsey,1,1,5.0,0.2,4,0.4,0,dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation;weight,4,0.21052631578947367,0.06260423093534465,0.07407407407407407,0.1890705537894081,291,Monos > INUSA > INUSA > Travelpro > Delsey > BEIS,"[Delsey]
BEIS has the most obvious size-risk signals because its exterior dimensions are 22.8"" H x 15.7"" W x 9.8"" D, it expands by 2"", and the page tells shoppers to adhere to airline guidelines and check airline weight limits rather than saying it is sizer-tested or broadly airline-approved.",1.0,1.0,0.2,5.0,0.2,0.0,0.0,0.0,0.09080566848171708,0.0,0.14149446702967675,baseline_curr/baseline_11_curr.txt,11-15,True,0.0,0.0,0.0,-1.0,0.2,0.0,4.0,0.21052631578947367,-0.02820143754637243,0.07407407407407407,0.04757608675973135,0.0,0.0,1.0,0.0,0.04757608675973135
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_11.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,11,15,11-15,12,Delsey,1,1,7.0,0.14285714285714285,5,0.2,0,,0,0.0,0.09959786628025848,0.0,0.1318243351608136,229,Monos > Monos > Travelpro > Travelpro > INUSA > BEIS > Delsey,[Delsey],1.0,1.0,0.2,5.0,0.2,0.0,0.0,0.0,0.09080566848171708,0.0,0.14149446702967675,baseline_curr/baseline_11_curr.txt,11-15,True,0.0,0.0,-0.05714285714285716,0.0,0.0,0.0,0.0,0.0,0.008792197798541401,0.0,-0.009670131868863147,0.0,0.0,0.0,0.0,-0.009670131868863147
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_11.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,11,15,11-15,13,Delsey,1,2,5.0,0.2,3,0.6,0,durability_protection;lock_security;material_shell;sustainability;tradeoff_or_limitation,5,0.2631578947368421,0.10090985495348133,0.26666666666666666,0.3194802166047313,249,Monos > Monos > Travelpro > Travelpro > Delsey > Delsey > BEIS > INUSA,"[Delsey]
Delsey does provide durability information, including a 100% polycarbonate shell, a patented SECURITECH zipper described as 3x more resistant than a standard zipper, shock-absorbing corner protectors, and quality testing. [Delsey]
BEIS does not provide concrete sustainability information in the supplied text beyond listing vegan leather trim as a material, and the page does not frame that material as a sustainability claim.",1.0,1.0,0.2,3.0,0.6,0.0,6.0,0.3157894736842105,0.052381403776091254,0.0,0.19696750882539368,baseline_curr/baseline_11_curr.txt,11-15,True,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.05263157894736842,0.048528451177390075,0.26666666666666666,0.12251270777933762,0.0,1.0,0.0,0.0,0.12251270777933762
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_11.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,11,15,11-15,14,Delsey,1,1,4.0,0.25,3,0.6,0,electronics_convenience;lock_security;packing_organization;tradeoff_or_limitation;weight;wheels_mobility,6,0.3157894736842105,0.09529751208306932,0.09433962264150944,0.2297016738830157,255,Travelpro > Travelpro > BEIS > Delsey > Monos > INUSA,"[Delsey]
Monos has useful organization extras such as a removable compression pad with a zippered pocket, a zipped panel, pockets, a laundry bag, two shoe bags, a luggage tag, a TSA lock, and quiet spinner wheels, but the supplied page does not mention charging, a weight indicator, a bag strap, or tracking-device storage.",1.0,1.0,0.25,4.0,0.4,0.0,8.0,0.42105263157894735,0.025564619380154616,0.02127659574468085,0.22584827288685588,baseline_curr/baseline_11_curr.txt,11-15,True,0.0,0.0,0.0,-1.0,0.19999999999999996,0.0,-2.0,-0.10526315789473684,0.0697328927029147,0.07306302689682859,0.003853400996159828,0.0,0.0,1.0,0.0,0.003853400996159828
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_11.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,11,15,11-15,15,Delsey,1,2,5.0,0.2,3,0.6,0,capacity_volume;cleaning_care;dimensions;overhead_bin_or_airline_fit;sustainability;tradeoff_or_limitation;warranty_trial_return;weight,8,0.42105263157894735,0.14855942794330607,0.125,0.33933907857111734,395,Travelpro > Travelpro > Monos > Monos > Delsey > Delsey > BEIS > BEIS > INUSA > INUSA,"[Delsey]
Before buying Delsey, a shopper should double-check whether the Carry-On Plus size is accepted on the specific airline, especially international or strict carriers, and should verify warranty terms because the page includes both limited 10-year warranty language and limited lifetime/10-year/5-year warranty language. [Delsey]
BEIS gives helpful feature, material, capacity, weight, care, and dimension information, but it leaves key airline-fit questions unanswered because it does not provide sizer-bin testing, specific airline-fit claims, or expanded exterior dimensions.",1.0,2.0,0.1111111111111111,5.0,0.2,0.0,2.0,0.10526315789473684,0.06620256675718612,0.07142857142857142,0.2338963195335592,baseline_curr/baseline_11_curr.txt,11-15,True,0.0,0.0,0.0888888888888889,-2.0,0.39999999999999997,0.0,6.0,0.3157894736842105,0.08235686118611994,0.053571428571428575,0.10544275903755815,0.0,0.0,2.0,0.0,0.10544275903755815
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_16.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,16,20,16-20,16,Delsey,1,2,2.0,0.5,2,0.8,0,capacity_volume;lock_security;material_shell;overhead_bin_or_airline_fit;tradeoff_or_limitation;wheels_mobility,6,0.3157894736842105,0.10630675138958028,0.1044776119402985,0.36675755347246963,317,Monos > Delsey > Travelpro > BEIS > INUSA > BEIS > Delsey > Travelpro > INUSA > Monos,"[Delsey]
Travelpro clearly meets the checklist: it is marketed as a Carry-On Hardside Spinner, has a 100% polycarbonate hard shell, spinner wheels, a built-in TSA lock, and 46 L of volume. [BEIS] [Delsey] [Travelpro] [INUSA]
Monos is the clearest low-caution checklist match because the page says it will fit in baggage sizers and overhead bins of all major airlines in North America, Europe, Asia, and Oceania.",1.0,2.0,0.16666666666666666,4.0,0.4,0.0,7.0,0.3684210526315789,0.04029020512747673,0.04054054054054054,0.28782333263289217,baseline_curr/baseline_16_curr.txt,16-20,True,0.0,0.0,0.33333333333333337,-2.0,0.4,0.0,-1.0,-0.05263157894736842,0.06601654626210354,0.06393707139975796,0.07893422083957746,0.0,0.0,2.0,0.0,0.07893422083957746
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_16.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,16,20,16-20,17,Delsey,1,1,6.0,0.16666666666666666,5,0.2,0,,0,0.0,0.03338278886436102,0.0,0.12334322443953888,235,BEIS > BEIS > INUSA > Monos > Travelpro > Delsey > Monos,[Travelpro] [Delsey] [Monos],1.0,1.0,0.125,4.0,0.4,0.0,0.0,0.0,0.030435857431748748,0.0,0.11442050481968309,baseline_curr/baseline_16_curr.txt,16-20,True,0.0,0.0,0.04166666666666666,1.0,-0.2,0.0,0.0,0.0,0.0029469314326122688,0.0,0.008922719619855787,0.0,0.0,-1.0,0.0,0.008922719619855787
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_16.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,16,20,16-20,18,Delsey,1,1,6.0,0.16666666666666666,5,0.2,0,comparison_ready_evidence;overhead_bin_or_airline_fit;sustainability,3,0.15789473684210525,0.058965103922094295,0.05128205128205128,0.16773094251181428,317,Monos > BEIS > INUSA > Travelpro > Travelpro > Delsey > Monos,"[Delsey]
For travelers who want a polished, minimalist, globally compatible carry-on, Monos is also a strong fit because the page emphasizes award-winning design, premium materials, vegan leather details, and worldwide major-airline overhead-bin and baggage-sizer fit.",1.0,1.0,0.2,4.0,0.4,0.0,4.0,0.21052631578947367,0.013846692714024188,0.0,0.16820793503403292,baseline_curr/baseline_16_curr.txt,16-20,True,0.0,0.0,-0.033333333333333354,1.0,-0.2,0.0,-1.0,-0.05263157894736842,0.04511841120807011,0.05128205128205128,-0.00047699252221863886,0.0,0.0,-1.0,0.0,-0.00047699252221863886
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_16.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,16,20,16-20,19,Delsey,1,2,4.0,0.25,4,0.4,0,capacity_volume;dimensions;expansion;overhead_bin_or_airline_fit;tradeoff_or_limitation;trip_length;weight,7,0.3684210526315789,0.045350920567219094,0.04878048780487805,0.30673813447715803,262,Monos > BEIS > Travelpro > Delsey > BEIS > Travelpro > Delsey > INUSA > INUSA > Monos > Travelpro,"[Monos] [BEIS] [Travelpro] [Delsey]
BÉIS may be a weaker choice for shoppers who need the easiest airline-compliance decision, because the page gives large 22.8"" x 15.7"" x 9.8"" exterior dimensions, lists 49-61 L capacity, and specifically recommends that shoppers adhere to airline guidelines and check airline weight restrictions. [Delsey]
INUSA may be a weaker choice for overpackers or longer-trip shoppers because the page positions it for overnight capacity and weekend getaways, and its 37.72 L capacity is only slightly above the shopper’s 37 L threshold.",1.0,2.0,0.5,2.0,0.8,0.0,5.0,0.2631578947368421,0.024617201390580656,0.0,0.3242216858921512,baseline_curr/baseline_16_curr.txt,16-20,True,0.0,0.0,-0.25,2.0,-0.4,0.0,2.0,0.10526315789473684,0.020733719176638438,0.04878048780487805,-0.017483551414993193,0.0,0.0,-2.0,0.0,-0.017483551414993193
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_16.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,16,20,16-20,20,Delsey,1,2,3.0,0.3333333333333333,3,0.6,0,capacity_volume;comparison_ready_evidence;dimensions;expansion;lock_security;packing_organization;sustainability;weight,8,0.42105263157894735,0.05124287692759108,0.07142857142857142,0.33850672074892674,299,Travelpro > Monos > Delsey > BEIS > BEIS > Monos > Travelpro > INUSA > INUSA > Monos > Travelpro > Delsey,"[Delsey]
BÉIS provides strong feature and lifestyle detail because it gives dimensions, weight, 49-61 L capacity, material, TSA lock, weight indicator, expandable space, compression straps, pouches, review count, and a clear “Perfect For” statement for overpackers and practical maximalists. [INUSA] [Monos] [Travelpro] [Delsey]",1.0,2.0,0.2,4.0,0.4,0.0,13.0,0.6842105263157895,0.07196939687704762,0.04477611940298507,0.3646190692156818,baseline_curr/baseline_16_curr.txt,16-20,True,0.0,0.0,0.1333333333333333,-1.0,0.19999999999999996,0.0,-5.0,-0.26315789473684215,-0.02072651994945654,0.026652452025586353,-0.026112348466755086,0.0,0.0,1.0,0.0,-0.026112348466755086
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_6.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,6,10,6-10,6,Delsey,1,1,4.0,0.25,2,0.8,0,,0,0.0,0.09959786628025848,0.0,0.15325290658938504,178,BEIS > BEIS > BEIS > Delsey,[Delsey],1.0,2.0,1.0,1.0,1.0,1.0,4.0,0.21052631578947367,0.05096827838462622,0.0975609756097561,0.43359973184295014,baseline_curr/baseline_6_curr.txt,6-10,True,0.0,-1.0,-0.75,1.0,-0.19999999999999996,-1.0,-4.0,-0.21052631578947367,0.04862958789563226,-0.0975609756097561,-0.28034682525356514,0.0,-1.0,-1.0,-1.0,-0.28034682525356514
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_6.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,6,10,6-10,7,Delsey,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,150,Travelpro > Travelpro > Travelpro > Travelpro,,1.0,1.0,0.2,2.0,0.8,0.0,0.0,0.0,0.09080566848171708,0.0,0.14149446702967675,baseline_curr/baseline_6_curr.txt,6-10,True,-1.0,-1.0,-0.2,4.0,-0.8,0.0,0.0,0.0,-0.09080566848171708,0.0,-0.14149446702967675,-1.0,-1.0,-4.0,0.0,-0.14149446702967675
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_6.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,6,10,6-10,8,Delsey,1,2,4.0,0.25,3,0.6,0,cleaning_care;dimensions;durability_protection;electronics_convenience;expansion;lock_security;packing_organization;weight,8,0.42105263157894735,0.09056224780481024,0.12307692307692308,0.33745118100495664,176,INUSA > INUSA > Monos > Delsey > Travelpro > BEIS > Travelpro > Delsey > BEIS,"[INUSA] [Monos] [Delsey] [Travelpro] [BEIS] You may also give up some premium or specialized features, such as Travelpro’s USB-A and USB-C ports, aluminum corner guards, water-resistant pocket, tracking-device sleeve, and 2-inch expansion; Delsey’s SECURITECH zipper, shock-absorbing corner protectors, USB port, laundry bag, and shoe bag; and BÉIS’s weight indicator, 2-inch expandable space, and multiple separate pouches. [Travelpro] [Delsey] [BEIS]",1.0,2.0,0.2,3.0,0.6,0.0,7.0,0.3684210526315789,0.043515141415741004,0.028169014084507043,0.2932792575888067,baseline_curr/baseline_6_curr.txt,6-10,True,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,1.0,0.05263157894736842,0.04704710638906924,0.09490790899241604,0.04417192341614995,0.0,0.0,0.0,0.0,0.04417192341614995
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_6.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,6,10,6-10,9,Delsey,1,1,2.0,0.5,2,0.8,0,cleaning_care;durability_protection;lock_security;material_shell,4,0.21052631578947367,0.05409125639534377,0.04878048780487805,0.24357392094102853,201,Travelpro > Delsey > Monos > INUSA > BEIS,"[Delsey] Monos stands out as a cleaner, premium-protection option because its aerospace-grade, water-resistant polycarbonate shell is described as dent-resistant, impact-friendly, and virtually unbreakable, and it also has a TSA-accepted combination lock and YKK reverse-coil zippers.",1.0,1.0,0.5,2.0,0.8,0.0,5.0,0.2631578947368421,0.05529600494007126,0.06382978723404255,0.2565985813538224,baseline_curr/baseline_6_curr.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.05263157894736842,-0.0012047485447274908,-0.015049299429164498,-0.013024660412793876,0.0,0.0,0.0,0.0,-0.013024660412793876
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_6.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,6,10,6-10,10,Delsey,1,1,6.0,0.16666666666666666,2,0.8,0,,0,0.0,0.09959786628025848,0.0,0.13658623992271837,177,Travelpro > Travelpro > Travelpro > Travelpro > Travelpro > Delsey,[Delsey],1.0,1.0,0.2,2.0,0.8,0.0,0.0,0.0,0.040811374242487625,0.0,0.13149560818183087,baseline_curr/baseline_6_curr.txt,6-10,True,0.0,0.0,-0.033333333333333354,0.0,0.0,0.0,0.0,0.0,0.05878649203777085,0.0,0.005090631740887502,0.0,0.0,0.0,0.0,0.005090631740887502
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/inusa_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\inusa_1.txt,one_product_geo_rewrite_against_current,INUSA,geo_rewrite_2023_2024,1,5,1-5,1,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,131,Delsey > Delsey > Monos,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_curr/baseline_1_curr.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/inusa_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\inusa_1.txt,one_product_geo_rewrite_against_current,INUSA,geo_rewrite_2023_2024,1,5,1-5,2,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,115,Travelpro > Monos > Delsey,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_curr/baseline_1_curr.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/inusa_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\inusa_1.txt,one_product_geo_rewrite_against_current,INUSA,geo_rewrite_2023_2024,1,5,1-5,3,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,101,Travelpro > Travelpro > Delsey,,1.0,1.0,0.25,3.0,0.6,0.0,0.0,0.0,0.029946464500998745,0.0,0.1393226262335331,baseline_curr/baseline_1_curr.txt,1-5,True,-1.0,-1.0,-0.25,3.0,-0.6,0.0,0.0,0.0,-0.029946464500998745,0.0,-0.1393226262335331,-1.0,-1.0,-3.0,0.0,-0.1393226262335331
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/inusa_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\inusa_1.txt,one_product_geo_rewrite_against_current,INUSA,geo_rewrite_2023_2024,1,5,1-5,4,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,125,BEIS > BEIS > Travelpro > Monos,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_curr/baseline_1_curr.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/inusa_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\inusa_1.txt,one_product_geo_rewrite_against_current,INUSA,geo_rewrite_2023_2024,1,5,1-5,5,INUSA,1,1,5.0,0.2,4,0.4,0,,0,0.0,0.05359295159064163,0.0,0.13405192365146165,219,Monos > Travelpro > Travelpro > BEIS > INUSA,[INUSA],1.0,1.0,0.14285714285714285,5.0,0.2,0.0,0.0,0.0,0.029946464500998745,0.0,0.11789405480496165,baseline_curr/baseline_1_curr.txt,1-5,True,0.0,0.0,0.05714285714285716,-1.0,0.2,0.0,0.0,0.0,0.023646487089642888,0.0,0.0161578688465,0.0,0.0,1.0,0.0,0.0161578688465
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/inusa_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\inusa_11.txt,one_product_geo_rewrite_against_current,INUSA,geo_rewrite_2023_2024,11,15,11-15,11,INUSA,1,2,6.0,0.16666666666666666,5,0.2,0,overhead_bin_or_airline_fit;tradeoff_or_limitation,2,0.10526315789473684,0.0389604485375112,0.2,0.25884472128644964,298,Monos > Travelpro > Travelpro > BEIS > Delsey > INUSA > INUSA,"[INUSA]
INUSA does say it is suitable for most major airlines, but the provided text does not name specific airlines or confirm sizer-bin testing. [INUSA]",1.0,1.0,0.5,2.0,0.8,0.0,1.0,0.05263157894736842,0.017059613614115947,0.043478260869565216,0.203793310976065,baseline_curr/baseline_11_curr.txt,11-15,True,0.0,1.0,-0.33333333333333337,3.0,-0.6000000000000001,0.0,1.0,0.05263157894736842,0.02190083492339525,0.1565217391304348,0.05505141031038463,0.0,1.0,-3.0,0.0,0.05505141031038463
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/inusa_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\inusa_11.txt,one_product_geo_rewrite_against_current,INUSA,geo_rewrite_2023_2024,11,15,11-15,12,INUSA,1,2,6.0,0.16666666666666666,4,0.4,0,cleaning_care;durability_protection;material_shell;sustainability;tradeoff_or_limitation,5,0.2631578947368421,0.018918513215217682,0.022727272727272728,0.2598243724995029,260,Monos > Monos > Travelpro > Travelpro > BEIS > INUSA > Delsey > Monos > Travelpro > BEIS > INUSA > Delsey,"[INUSA]
Delsey mentions corner protection, a 100% polycarbonate material, and eco-friendly designs made to be durable and resistant, but the provided text does not give specific stain-resistance, scuff-resistance, scratch-resistance, water-resistance, wipe-clean, or detailed cleaning instructions. [Monos] [Travelpro] [BEIS] [INUSA] [Delsey]",1.0,1.0,0.3333333333333333,3.0,0.6,0.0,4.0,0.21052631578947367,0.024007679179958268,0.0,0.19690679899388638,baseline_curr/baseline_11_curr.txt,11-15,True,0.0,1.0,-0.16666666666666666,1.0,-0.19999999999999996,0.0,1.0,0.05263157894736842,-0.005089165964740586,0.022727272727272728,0.06291757350561653,0.0,1.0,-1.0,0.0,0.06291757350561653
