comparison,mode,source_file,source_path,run_type,focal_current_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label,question_id,product,cited,ref_count,first_citation_index,first_citation_score,citation_position_proxy,citation_position_score,citation_share_of_voice,recommendation_rank_proxy,rank_score_proxy,top1_cited_flag,brand_mentioned,brand_mention_count,first_mention_index,first_mention_score,mention_share_of_voice,mention_position_proxy,mention_position_score,average_mention_position_proxy,top1_mentioned_flag,feature_categories,feature_count,feature_coverage,tfidf_product_answer_similarity,bigram_overlap_product_answer,pais_product_answer_influence_score,brand_context_sentiment_score,brand_context_positive_hits,brand_context_negative_hits,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,13,Away,1,3,1.0,1.0,1,1.0,0.42857142857142855,1,1.0,1,1,3,1.0,1.0,0.42857142857142855,1,1.0,1,1,durability_protection;material_shell;sustainability;tradeoff_or_limitation;warranty_trial_return;weight;wheels_mobility,7,0.3684210526315789,0.1152575678316142,0.2236842105263158,0.580288355671586,0.5,9,3,177,Away > Away > BR > July > Rimowa > Century > Away,"[Away]
Away also backs the responsible-material story with durability information, describing a durable, lightweight 100% polycarbonate shell that has been rigorously tested and a limited warranty covering damage to functional elements such as the shell, wheels, handles, and zippers. [Away]
Briggs & Riley, July, and RIMOWA provide durability evidence through lifetime guarantee/warranty language and durable materials, but the provided text does not give concrete recycled, recyclable, lower-impact, or responsible-material claims for the suitcase itself. [Away]","Away has the strongest concrete sustainability-related evidence because its page says Classic suitcases ship in exterior packaging that is 100% recyclable and the drawstring laundry bag is made of 100% recycled polyester. Away also backs the responsible-material story with durability information, describing a durable, lightweight 100% polycarbonate shell that has been rigorously tested and a limited warranty covering damage to functional elements such as the shell, wheels, handles, and zippers. Based only on the provided pages, Away is the only product with clear sustainability material or packaging claims, while the others should be treated as durability-focused rather than sustainability-supported."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,13,BR,1,1,3.0,0.3333333333333333,3,0.6,0.14285714285714285,2,0.8,0,1,1,3.0,0.3333333333333333,0.14285714285714285,2,0.8,2,0,dimensions;durability_protection;material_shell;sustainability;tradeoff_or_limitation;warranty_trial_return,6,0.3157894736842105,0.03027035732417061,0.06060606060606061,0.2283028752925853,0.14285714285714285,4,3,177,Away > Away > BR > July > Rimowa > Century > Away,"[Briggs & Riley] [July] [RIMOWA]
Hartmann gives durability and warranty information through its 100% polycarbonate exterior and limited 10-year global warranty, but it does not provide concrete sustainability-related information in the supplied text.","Briggs & Riley, July, and RIMOWA provide durability evidence through lifetime guarantee/warranty language and durable materials, but the provided text does not give concrete recycled, recyclable, lower-impact, or responsible-material claims for the suitcase itself."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,13,Century,1,1,6.0,0.16666666666666666,6,0.0,0.14285714285714285,5,0.2,0,1,1,6.0,0.16666666666666666,0.14285714285714285,5,0.2,5,0,durability_protection;sustainability,2,0.10526315789473684,0.02544506358228135,0.0,0.1428083109620703,0.2,3,2,177,Away > Away > BR > July > Rimowa > Century > Away,"[Hartmann]
Based only on the provided pages, Away is the only product with clear sustainability material or packaging claims, while the others should be treated as durability-focused rather than sustainability-supported.","Hartmann gives durability and warranty information through its 100% polycarbonate exterior and limited 10-year global warranty, but it does not provide concrete sustainability-related information in the supplied text."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,13,July,1,1,4.0,0.25,4,0.4,0.14285714285714285,3,0.6,0,1,1,4.0,0.25,0.14285714285714285,3,0.6,3,0,dimensions;durability_protection;material_shell;sustainability;tradeoff_or_limitation;warranty_trial_return,6,0.3157894736842105,0.052305972356068535,0.030303030303030304,0.2114978770868437,0.14285714285714285,4,3,177,Away > Away > BR > July > Rimowa > Century > Away,"[Briggs & Riley] [July] [RIMOWA]
Hartmann gives durability and warranty information through its 100% polycarbonate exterior and limited 10-year global warranty, but it does not provide concrete sustainability-related information in the supplied text.","Briggs & Riley, July, and RIMOWA provide durability evidence through lifetime guarantee/warranty language and durable materials, but the provided text does not give concrete recycled, recyclable, lower-impact, or responsible-material claims for the suitcase itself."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,13,Rimowa,1,1,5.0,0.2,5,0.2,0.14285714285714285,4,0.4,0,1,1,5.0,0.2,0.14285714285714285,4,0.4,4,0,dimensions;durability_protection;material_shell;sustainability;tradeoff_or_limitation;warranty_trial_return,6,0.3157894736842105,0.019991581779170563,0.030303030303030304,0.1950349989714641,0.14285714285714285,4,3,177,Away > Away > BR > July > Rimowa > Century > Away,"[Briggs & Riley] [July] [RIMOWA]
Hartmann gives durability and warranty information through its 100% polycarbonate exterior and limited 10-year global warranty, but it does not provide concrete sustainability-related information in the supplied text.","Briggs & Riley, July, and RIMOWA provide durability evidence through lifetime guarantee/warranty language and durable materials, but the provided text does not give concrete recycled, recyclable, lower-impact, or responsible-material claims for the suitcase itself."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,14,Away,1,1,4.0,0.25,4,0.4,0.14285714285714285,4,0.4,0,1,2,2.0,0.5,0.18181818181818182,2,0.8,2,0,handle;lock_security;overhead_bin_or_airline_fit;packing_organization;tradeoff_or_limitation;wheels_mobility,6,0.3157894736842105,0.04885941315116838,0.07894736842105263,0.21810521596356702,0.5,3,1,248,BR > July > Century > Away > Rimowa > BR > July,"[Away]
RIMOWA offers solid basics such as TSA-approved locks, a mesh divider, Multiwheel system, three-stage telescopic handle, and small zipped pocket, but it has fewer travel-day extras in the supplied text than Briggs & Riley or July.","For travel-day convenience overall, Briggs & Riley seems the most useful because it combines a SmartLink strap for carrying bags together, a PowerPocket for battery pack and phone charging on the go, an exterior pocket for security-checkpoint essentials, a large front pocket for quick access to jackets or accessories, a hide-away ID tag, multiple grab handles, a TSA-approved cable lock, self-repairing zippers, and interior mesh pockets. Away is convenient for lifting and packing, with an underside grab handle, 360° smooth-gliding wheels, TSA lock, compression pad, interior organization pockets, laundry bag, and luggage tag, but it does not mention charging or a bag strap."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,14,BR,1,2,1.0,1.0,1,1.0,0.2857142857142857,1,1.0,1,1,3,1.0,1.0,0.2727272727272727,1,1.0,1,1,electronics_convenience;overhead_bin_or_airline_fit,2,0.10526315789473684,0.045953226364552895,0.06382978723404255,0.406484411603631,1.0,1,0,248,BR > July > Century > Away > Rimowa > BR > July,"[Briggs & Riley]
If built-in charging is the top priority, July is especially compelling because the selected Original version includes an ejectable battery with USB-C and standard USB docks, and the page says it can charge a phone and laptop and is approved for flying. [Briggs & Riley] [July]","For travel-day convenience overall, Briggs & Riley seems the most useful because it combines a SmartLink strap for carrying bags together, a PowerPocket for battery pack and phone charging on the go, an exterior pocket for security-checkpoint essentials, a large front pocket for quick access to jackets or accessories, a hide-away ID tag, multiple grab handles, a TSA-approved cable lock, self-repairing zippers, and interior mesh pockets. RIMOWA offers solid basics such as TSA-approved locks, a mesh divider, Multiwheel system, three-stage telescopic handle, and small zipped pocket, but it has fewer travel-day extras in the supplied text than Briggs & Riley or July. My recommendation is Briggs & Riley for the broadest convenience toolkit, or July if included power charging matters more than quick-access exterior pockets."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,14,Century,1,1,3.0,0.3333333333333333,3,0.6,0.14285714285714285,3,0.6,0,1,1,4.0,0.25,0.09090909090909091,4,0.4,4,0,dimensions;electronics_convenience;handle;lock_security;packing_organization;tradeoff_or_limitation;wheels_mobility,7,0.3684210526315789,0.08690716723082428,0.02631578947368421,0.24501301239353326,0.0,2,2,248,BR > July > Century > Away > Rimowa > BR > July,"[Hartmann]
Away is convenient for lifting and packing, with an underside grab handle, 360° smooth-gliding wheels, TSA lock, compression pad, interior organization pockets, laundry bag, and luggage tag, but it does not mention charging or a bag strap.","Hartmann also offers charging convenience through an integrated USB port/recessed TSA lock with USB port, but the product text says the battery is not included."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,14,July,1,2,2.0,0.5,2,0.8,0.2857142857142857,2,0.8,0,1,3,3.0,0.3333333333333333,0.2727272727272727,3,0.6,3,0,electronics_convenience;lock_security;tradeoff_or_limitation,3,0.15789473684210525,0.06286703479966506,0.07142857142857142,0.32153330670930647,-1.0,0,1,248,BR > July > Century > Away > Rimowa > BR > July,"[July]
Hartmann also offers charging convenience through an integrated USB port/recessed TSA lock with USB port, but the product text says the battery is not included. [Briggs & Riley] [July]","If built-in charging is the top priority, July is especially compelling because the selected Original version includes an ejectable battery with USB-C and standard USB docks, and the page says it can charge a phone and laptop and is approved for flying. RIMOWA offers solid basics such as TSA-approved locks, a mesh divider, Multiwheel system, three-stage telescopic handle, and small zipped pocket, but it has fewer travel-day extras in the supplied text than Briggs & Riley or July. My recommendation is Briggs & Riley for the broadest convenience toolkit, or July if included power charging matters more than quick-access exterior pockets."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,14,Rimowa,1,1,5.0,0.2,5,0.2,0.14285714285714285,5,0.2,0,1,2,6.0,0.16666666666666666,0.18181818181818182,5,0.2,5,0,dimensions;electronics_convenience,2,0.10526315789473684,0.012954249739346241,0.0,0.14697681486014996,0.0,0,0,248,BR > July > Century > Away > Rimowa > BR > July,"[RIMOWA]
My recommendation is Briggs & Riley for the broadest convenience toolkit, or July if included power charging matters more than quick-access exterior pockets.","RIMOWA offers solid basics such as TSA-approved locks, a mesh divider, Multiwheel system, three-stage telescopic handle, and small zipped pocket, but it has fewer travel-day extras in the supplied text than Briggs & Riley or July."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,15,Away,1,3,1.0,1.0,1,1.0,0.25,1,1.0,1,1,3,1.0,1.0,0.2727272727272727,1,1.0,1,1,capacity_volume;cleaning_care;comparison_ready_evidence;dimensions;electronics_convenience;overhead_bin_or_airline_fit;sustainability;tradeoff_or_limitation;warranty_trial_return;weight,10,0.5263157894736842,0.05208093408894676,0.08955223880597014,0.5791121805334217,0.6666666666666666,10,2,309,Away > Away > July > July > BR > Century > Rimowa > Away > July > BR > Century > Rimowa,"[Away]
A shopper should still double-check their specific airline's carry-on limit because Away uses mostly ""most major airlines"" and ""almost any flight"" language rather than guaranteeing every strict airline. [Away]
July also has strong information quality because it provides external and internal dimensions, linear dimensions, capacity, weight, materials, battery details, cleaning-related lining claims, warranty/returns, and detailed feature descriptions. [Away] [July] [Briggs & Riley] [Hartmann] [RIMOWA]","Away has one of the strongest information pages because it gives clear airline-fit claims, exterior and interior measurements, weight, capacity, materials, included features, return policy, warranty scope, and some sustainability information. A shopper should still double-check their specific airline's carry-on limit because Away uses mostly ""most major airlines"" and ""almost any flight"" language rather than guaranteeing every strict airline. Overall, Away and July provide the strongest combination of size, feature, material, and policy details; Briggs & Riley is also very informative on features and warranty, while Hartmann and RIMOWA leave more unanswered for a shopper comparing strict airline fit, cleanability, sustainability, or warranty specifics."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,15,BR,1,2,5.0,0.2,5,0.2,0.16666666666666666,3,0.6,0,1,2,4.0,0.25,0.18181818181818182,3,0.6,3,0,dimensions;electronics_convenience;expansion;lock_security;overhead_bin_or_airline_fit;sustainability;tradeoff_or_limitation;warranty_trial_return;weight;wheels_mobility,10,0.5263157894736842,0.04778286097435948,0.02,0.3244863967562754,0.5384615384615384,10,3,309,Away > Away > July > July > BR > Century > Rimowa > Away > July > BR > Century > Rimowa,"[Briggs & Riley]
Hartmann gives useful basics—overall and internal dimensions, linear dimension, weight, material, USB/TSA/expandable status, and warranty length—but shoppers should double-check airline fit, the exact warranty terms, whether dimensions include wheels and handles, and battery compatibility because the battery is not included. [Away] [July] [Briggs & Riley] [Hartmann] [RIMOWA]","Briggs & Riley is strong on features, construction, warranty, material, and detailed dimensions, but shoppers should double-check airline fit when expanded, international airline limits, and whether the 10 lb weight is acceptable for airlines with carry-on weight caps. Overall, Away and July provide the strongest combination of size, feature, material, and policy details; Briggs & Riley is also very informative on features and warranty, while Hartmann and RIMOWA leave more unanswered for a shopper comparing strict airline fit, cleanability, sustainability, or warranty specifics."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,15,Century,1,2,6.0,0.16666666666666666,6,0.0,0.16666666666666666,4,0.4,0,1,2,5.0,0.2,0.18181818181818182,4,0.4,4,0,capacity_volume;cleaning_care;comparison_ready_evidence;dimensions;durability_protection;overhead_bin_or_airline_fit;sustainability;tradeoff_or_limitation;warranty_trial_return;weight,10,0.5263157894736842,0.043353095257678005,0.0,0.3139337769462724,0.38461538461538464,9,4,309,Away > Away > July > July > BR > Century > Rimowa > Away > July > BR > Century > Rimowa,"[Hartmann]
RIMOWA gives clean specs for dimensions, weight, volume, materials, features, return window, and lifetime guarantee, but shoppers should double-check airline fit, warranty coverage details, and real-world durability/cleaning expectations because the supplied page does not explain those items in depth. [Away] [July] [Briggs & Riley] [Hartmann] [RIMOWA]","Hartmann gives useful basics—overall and internal dimensions, linear dimension, weight, material, USB/TSA/expandable status, and warranty length—but shoppers should double-check airline fit, the exact warranty terms, whether dimensions include wheels and handles, and battery compatibility because the battery is not included. Overall, Away and July provide the strongest combination of size, feature, material, and policy details; Briggs & Riley is also very informative on features and warranty, while Hartmann and RIMOWA leave more unanswered for a shopper comparing strict airline fit, cleanability, sustainability, or warranty specifics."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,15,July,1,3,3.0,0.3333333333333333,3,0.6,0.25,2,0.8,0,1,2,3.0,0.3333333333333333,0.18181818181818182,2,0.8,2,0,comparison_ready_evidence;dimensions;electronics_convenience;overhead_bin_or_airline_fit;sustainability;tradeoff_or_limitation;warranty_trial_return;weight,8,0.42105263157894735,0.05883923103400508,0.028985507246376812,0.4169928652762136,0.6363636363636364,9,2,309,Away > Away > July > July > BR > Century > Rimowa > Away > July > BR > Century > Rimowa,"[July]
Shoppers should double-check airline size rules for the 15"" width, current battery rules for their airline, and the product/region details because the page includes Australia and U.S. [July]
Briggs & Riley is strong on features, construction, warranty, material, and detailed dimensions, but shoppers should double-check airline fit when expanded, international airline limits, and whether the 10 lb weight is acceptable for airlines with carry-on weight caps. [Away] [July] [Briggs & Riley] [Hartmann] [RIMOWA]","July also has strong information quality because it provides external and internal dimensions, linear dimensions, capacity, weight, materials, battery details, cleaning-related lining claims, warranty/returns, and detailed feature descriptions. Overall, Away and July provide the strongest combination of size, feature, material, and policy details; Briggs & Riley is also very informative on features and warranty, while Hartmann and RIMOWA leave more unanswered for a shopper comparing strict airline fit, cleanability, sustainability, or warranty specifics."
01_2023_2024_original_vs_2026_current,baseline,baseline_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_11.txt,baseline_all_original,,original_2023_2024,11,15,11-15,15,Rimowa,1,2,7.0,0.14285714285714285,7,0.0,0.16666666666666666,5,0.2,0,1,2,6.0,0.16666666666666666,0.18181818181818182,5,0.2,5,0,comparison_ready_evidence;lock_security;overhead_bin_or_airline_fit;sustainability;warranty_trial_return,5,0.2631578947368421,0.03561351999018584,0.0,0.25499237818350085,0.6,8,2,309,Away > Away > July > July > BR > Century > Rimowa > Away > July > BR > Century > Rimowa,"[RIMOWA]
Overall, Away and July provide the strongest combination of size, feature, material, and policy details; Briggs & Riley is also very informative on features and warranty, while Hartmann and RIMOWA leave more unanswered for a shopper comparing strict airline fit, cleanability, sustainability, or warranty specifics. [Away] [July] [Briggs & Riley] [Hartmann] [RIMOWA]","RIMOWA gives clean specs for dimensions, weight, volume, materials, features, return window, and lifetime guarantee, but shoppers should double-check airline fit, warranty coverage details, and real-world durability/cleaning expectations because the supplied page does not explain those items in depth. Overall, Away and July provide the strongest combination of size, feature, material, and policy details; Briggs & Riley is also very informative on features and warranty, while Hartmann and RIMOWA leave more unanswered for a shopper comparing strict airline fit, cleanability, sustainability, or warranty specifics."
01_2023_2024_original_vs_2026_current,baseline,baseline_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_16.txt,baseline_all_original,,original_2023_2024,16,20,16-20,16,Away,1,1,1.0,1.0,1,1.0,0.14285714285714285,1,1.0,1,1,2,1.0,1.0,0.2,1,1.0,1,1,capacity_volume;lock_security;material_shell;overhead_bin_or_airline_fit;wheels_mobility,5,0.2631578947368421,0.031342603562265425,0.075,0.3534834329931548,0.0,0,0,264,Away > July > Rimowa > Rimowa > Century > Century > BR,"[Away] [July]
RIMOWA also appears to meet the functional checklist because the page presents it as the Cabin size, lists a polycarbonate outside, TSA-approved locks, the Multiwheel system, and a volume of 10.1 gallons, which is about 38 L.","Clearly meet the strict checklist: Away and July clearly meet it because both are marketed as carry-on products, use hard polycarbonate shells, have 360-degree spinner-style wheels, include TSA-approved locks, and state capacities above about 37 L: 39.8 L for Away and 42 L for July."
01_2023_2024_original_vs_2026_current,baseline,baseline_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_16.txt,baseline_all_original,,original_2023_2024,16,20,16-20,16,BR,1,1,7.0,0.14285714285714285,7,0.0,0.14285714285714285,5,0.2,0,1,1,10.0,0.1,0.1,5,0.2,5,0,,0,0.0,0.06353184887173624,1.0,0.2746111316791091,1.0,1,0,264,Away > July > Rimowa > Rimowa > Century > Century > BR,[Briggs & Riley],"Be cautious about Briggs & Riley for this strict checklist because it is marketed as a carry-on spinner, includes a TSA-approved and Travel Sentry-approved lock, and lists 37-48 L of capacity, but its material is described as ballistic nylon fabric rather than a hard shell."
01_2023_2024_original_vs_2026_current,baseline,baseline_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_16.txt,baseline_all_original,,original_2023_2024,16,20,16-20,16,Century,1,2,5.0,0.2,5,0.2,0.2857142857142857,4,0.4,0,1,2,8.0,0.125,0.2,4,0.4,4,0,capacity_volume;comparison_ready_evidence;lock_security;material_shell;overhead_bin_or_airline_fit;sustainability;tradeoff_or_limitation;weight;wheels_mobility,9,0.47368421052631576,0.11368570371756137,0.12941176470588237,0.3435524142213245,0.0,6,6,264,Away > July > Rimowa > Rimowa > Century > Century > BR,"[Hartmann]
Hartmann also warns that carry-on size and weight allowances vary by airline and that an overstuffed bag may not be accepted, which is a useful buyer caveat but also a reason to check fit before buying. [Hartmann]
Be cautious about Briggs & Riley for this strict checklist because it is marketed as a carry-on spinner, includes a TSA-approved and Travel Sentry-approved lock, and lists 37-48 L of capacity, but its material is described as ballistic nylon fabric rather than a hard shell.","The only caution for RIMOWA is wording: if your checklist requires the product page to explicitly market the bag as a “carry-on,” the page uses “Cabin” rather than “Carry-On.”  
Be cautious about Hartmann because the page clearly says it is a hardside carry-on with a 100% polycarbonate exterior, recessed TSA lock, and double spinner wheels, but it does not provide a capacity figure, so the “at least about 37 L” requirement cannot be verified from the product-page text. Hartmann also warns that carry-on size and weight allowances vary by airline and that an overstuffed bag may not be accepted, which is a useful buyer caveat but also a reason to check fit before buying."
01_2023_2024_original_vs_2026_current,baseline,baseline_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_16.txt,baseline_all_original,,original_2023_2024,16,20,16-20,16,July,1,1,2.0,0.5,2,0.8,0.14285714285714285,2,0.8,0,1,2,2.0,0.5,0.2,2,0.8,2,0,capacity_volume;lock_security;material_shell;overhead_bin_or_airline_fit;wheels_mobility,5,0.2631578947368421,0.03445983860276715,0.025,0.2466068800012552,0.0,0,0,264,Away > July > Rimowa > Rimowa > Century > Century > BR,"[Away] [July]
RIMOWA also appears to meet the functional checklist because the page presents it as the Cabin size, lists a polycarbonate outside, TSA-approved locks, the Multiwheel system, and a volume of 10.1 gallons, which is about 38 L.","Clearly meet the strict checklist: Away and July clearly meet it because both are marketed as carry-on products, use hard polycarbonate shells, have 360-degree spinner-style wheels, include TSA-approved locks, and state capacities above about 37 L: 39.8 L for Away and 42 L for July."
01_2023_2024_original_vs_2026_current,baseline,baseline_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_16.txt,baseline_all_original,,original_2023_2024,16,20,16-20,16,Rimowa,1,2,3.0,0.3333333333333333,3,0.6,0.2857142857142857,3,0.6,0,1,3,5.0,0.2,0.3,3,0.6,3,0,capacity_volume;dimensions;lock_security;material_shell;overhead_bin_or_airline_fit;tradeoff_or_limitation;wheels_mobility,7,0.3684210526315789,0.04472434446962081,0.01282051282051282,0.3178854896766502,-0.3333333333333333,2,4,264,Away > July > Rimowa > Rimowa > Century > Century > BR,"[RIMOWA]
The only caution for RIMOWA is wording: if your checklist requires the product page to explicitly market the bag as a “carry-on,” the page uses “Cabin” rather than “Carry-On.” [RIMOWA]
Be cautious about Hartmann because the page clearly says it is a hardside carry-on with a 100% polycarbonate exterior, recessed TSA lock, and double spinner wheels, but it does not provide a capacity figure, so the “at least about 37 L” requirement cannot be verified from the product-page text.","RIMOWA also appears to meet the functional checklist because the page presents it as the Cabin size, lists a polycarbonate outside, TSA-approved locks, the Multiwheel system, and a volume of 10.1 gallons, which is about 38 L. The only caution for RIMOWA is wording: if your checklist requires the product page to explicitly market the bag as a “carry-on,” the page uses “Cabin” rather than “Carry-On.”  
Be cautious about Hartmann because the page clearly says it is a hardside carry-on with a 100% polycarbonate exterior, recessed TSA lock, and double spinner wheels, but it does not provide a capacity figure, so the “at least about 37 L” requirement cannot be verified from the product-page text."
01_2023_2024_original_vs_2026_current,baseline,baseline_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_16.txt,baseline_all_original,,original_2023_2024,16,20,16-20,17,Away,1,2,3.0,0.3333333333333333,3,0.6,0.25,3,0.6,0,1,2,7.0,0.14285714285714285,0.16666666666666666,3,0.6,3,0,capacity_volume;cleaning_care;lock_security;material_shell;packing_organization;tradeoff_or_limitation;weight;wheels_mobility,8,0.42105263157894735,0.040410579261428346,0.022222222222222223,0.32895930883474184,0.6,8,2,254,Rimowa > July > Away > BR > Century > Rimowa > July > Away,"[Away]
Briggs & Riley offers a lot of expanded capacity at 37-48 L, but at 10 lbs it is a weaker capacity-to-weight tradeoff than the lighter hard-shell options, even though it has strong mobility, security, garment-care, and organization features. [RIMOWA] [July] [Away]","Away is close behind as a balanced option because it offers 39.8 L at 7.5 lbs with a hard polycarbonate shell, TSA-approved combination lock, premium 360-degree wheels, interior compression, three mesh pockets, one hanging pocket, and a laundry bag. Recommendation: choose RIMOWA for the purest packing-space-per-pound result, choose July if you want more tech and compression features with still-strong capacity per pound, and choose Away if you want a practical, well-organized default with clear specs."
01_2023_2024_original_vs_2026_current,baseline,baseline_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_16.txt,baseline_all_original,,original_2023_2024,16,20,16-20,17,BR,1,1,4.0,0.25,4,0.4,0.125,4,0.4,0,1,1,8.0,0.125,0.08333333333333333,4,0.4,4,0,capacity_volume;dimensions;tradeoff_or_limitation;weight,4,0.21052631578947367,0.043154763436582144,0.041666666666666664,0.1903195491785445,0.25,5,3,254,Rimowa > July > Away > BR > Century > Rimowa > July > Away,"[Briggs & Riley]
Hartmann cannot be ranked fairly for capacity-to-weight because the page gives its weight, dimensions, and features, but does not state capacity.","Briggs & Riley offers a lot of expanded capacity at 37-48 L, but at 10 lbs it is a weaker capacity-to-weight tradeoff than the lighter hard-shell options, even though it has strong mobility, security, garment-care, and organization features."
01_2023_2024_original_vs_2026_current,baseline,baseline_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\baseline\baseline_16.txt,baseline_all_original,,original_2023_2024,16,20,16-20,17,Century,1,1,5.0,0.2,5,0.2,0.125,5,0.2,0,1,1,9.0,0.1111111111111111,0.08333333333333333,5,0.2,5,0,capacity_volume;comparison_ready_evidence;packing_organization;weight,4,0.21052631578947367,0.021638167421813247,0.0,0.16976622997559074,0.7142857142857143,6,1,254,Rimowa > July > Away > BR > Century > Rimowa > July > Away,"[Hartmann]
Recommendation: choose RIMOWA for the purest packing-space-per-pound result, choose July if you want more tech and compression features with still-strong capacity per pound, and choose Away if you want a practical, well-organized default with clear specs.","Hartmann cannot be ranked fairly for capacity-to-weight because the page gives its weight, dimensions, and features, but does not state capacity."
