comparison,mode,source_file,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label,question_id,product,cited,ref_count,first_citation_index,first_citation_score,citation_position_proxy,citation_position_score,citation_share_of_voice,recommendation_rank_proxy,rank_score_proxy,top1_cited_flag,brand_mentioned,brand_mention_count,first_mention_index,first_mention_score,mention_share_of_voice,mention_position_proxy,mention_position_score,average_mention_position_proxy,top1_mentioned_flag,feature_categories,feature_count,feature_coverage,tfidf_product_answer_similarity,bigram_overlap_product_answer,pais_product_answer_influence_score,brand_context_sentiment_score,brand_context_positive_hits,brand_context_negative_hits,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,original_2023_2024,16,20,16-20,18,Delsey,1,1,5.0,0.2,5,0.2,0.16666666666666666,4,0.4,0,1,2,5.0,0.2,0.2857142857142857,4,0.4,4,0,overhead_bin_or_airline_fit;price_value,2,0.10526315789473684,0.04906220193051953,0.08333333333333333,0.16669840529838462,1.0,4,0,377,Travelpro > BEIS > Monos > Travelpro > Delsey > INUSA,"[Delsey]

INUSA is the best match for budget shoppers or occasional travelers who want core carry-on features at a lower page-listed sale price.","Delsey is the best match for style-focused travelers who still want strong security and organization. It has the CHATELET AIR design with textured basketweave polycarbonate and vegan leather trim, shock-absorbing corner protectors, a TSA-accepted lock, SECURITECH zipper protection, dual compartments, antimicrobial lining, mesh zippered pockets, and included laundry and shoe bags."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,original_2023_2024,16,20,16-20,18,INUSA,1,1,6.0,0.16666666666666666,6,0.0,0.16666666666666666,5,0.2,0,1,1,7.0,0.14285714285714285,0.14285714285714285,5,0.2,5,0,,0,0.0,0.06163624144428317,0.0,0.12899391495552331,1.0,1,0,377,Travelpro > BEIS > Monos > Travelpro > Delsey > INUSA,[INUSA],INUSA is the best match for budget shoppers or occasional travelers who want core carry-on features at a lower page-listed sale price.
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,original_2023_2024,16,20,16-20,19,Monos,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,1,1.0,1.0,0.2,1,1.0,1,1,capacity_volume;overhead_bin_or_airline_fit,2,0.10526315789473684,0.009690725601272744,0.0,0.30632411003253524,0.3333333333333333,4,2,266,Monos > BEIS > Travelpro > Delsey > INUSA,"[Monos]

I would not recommend BEIS for travelers who plan to pack it to its maximum expanded capacity without checking airline limits.",I would not recommend Monos for shoppers who need to compare capacity-to-weight or confirm every checklist item from the page before buying.
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,16,20,16-20,19,BEIS,1,1,2.0,0.5,2,0.8,0.2,2,0.8,0,1,1,2.0,0.5,0.2,2,0.8,2,0,overhead_bin_or_airline_fit,1,0.05263157894736842,0.019118675038913194,0.0,0.19768338413058967,0.2,3,2,266,Monos > BEIS > Travelpro > Delsey > INUSA,"[BEIS]

I would not recommend Travelpro for shoppers who expect the expanded suitcase to remain compliant on every airline.",I would not recommend BEIS for travelers who plan to pack it to its maximum expanded capacity without checking airline limits.
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,original_2023_2024,16,20,16-20,19,Travelpro,1,1,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,1,3.0,0.3333333333333333,0.2,3,0.6,3,0,overhead_bin_or_airline_fit,1,0.05263157894736842,0.030539831942095093,0.05263157894736842,0.17452901901999796,0.0,2,2,266,Monos > BEIS > Travelpro > Delsey > INUSA,"[Travelpro]

I would not recommend Delsey for travelers whose priority is maximum certainty on international or stricter carry-on rules.",I would not recommend Travelpro for shoppers who expect the expanded suitcase to remain compliant on every airline.
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,original_2023_2024,16,20,16-20,19,Delsey,1,1,4.0,0.25,4,0.4,0.2,4,0.4,0,1,1,4.0,0.25,0.2,4,0.4,4,0,capacity_volume;comparison_ready_evidence;dimensions,3,0.15789473684210525,0.01813022559300571,0.0,0.16853832582035555,0.14285714285714285,4,3,266,Monos > BEIS > Travelpro > Delsey > INUSA,"[Delsey]

I would not recommend INUSA for shoppers who need a precise liter-capacity comparison or who do not want to calculate overall dimensions carefully.",I would not recommend Delsey for travelers whose priority is maximum certainty on international or stricter carry-on rules.
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,original_2023_2024,16,20,16-20,19,INUSA,1,1,5.0,0.2,5,0.2,0.2,5,0.2,0,1,1,5.0,0.2,0.2,5,0.2,5,0,,0,0.0,0.06163624144428317,0.0,0.13566058162218997,0.2,3,2,266,Monos > BEIS > Travelpro > Delsey > INUSA,[INUSA],I would not recommend INUSA for shoppers who need a precise liter-capacity comparison or who do not want to calculate overall dimensions carefully.
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,original_2023_2024,16,20,16-20,20,Monos,1,2,4.0,0.25,4,0.4,0.2857142857142857,4,0.4,0,1,2,4.0,0.25,0.2857142857142857,4,0.4,4,0,capacity_volume;comparison_ready_evidence;dimensions;lock_security;material_shell;price_value;sustainability;tradeoff_or_limitation;weight;wheels_mobility,10,0.5263157894736842,0.05037392711505351,0.03076923076923077,0.33661999459979886,0.07692307692307693,7,6,270,Travelpro > Delsey > BEIS > Monos > Monos > INUSA > INUSA,"[Monos]

Monos is harder to compare on strict specs because the provided text does not include dimensions, liter capacity, or weight, and it does not explicitly label the wheels as spinner wheels. [Monos]

INUSA gives useful basics such as price, sale messaging, weight, dimensions, hardside PC/ABS material, 360° wheels, TSA-approved lock, Travel Sentry approval, and a note that wheels add two inches to overall height.","Monos has strong trust signals and travel-use language, including a 4.9 rating based on 1,355 reviews, lifetime warranty, 100-day trial, free shipping, and a claim that the carry-on is designed to fit in the overhead bin of almost any flight, anywhere in the world. Monos is harder to compare on strict specs because the provided text does not include dimensions, liter capacity, or weight, and it does not explicitly label the wheels as spinner wheels."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,16,20,16-20,20,BEIS,1,1,3.0,0.3333333333333333,3,0.6,0.14285714285714285,3,0.6,0,1,1,3.0,0.3333333333333333,0.14285714285714285,3,0.6,3,0,comparison_ready_evidence;overhead_bin_or_airline_fit;warranty_trial_return,3,0.15789473684210525,0.041065856148323684,0.0625,0.1991671185980858,0.7142857142857143,6,1,270,Travelpro > Delsey > BEIS > Monos > Monos > INUSA > INUSA,"[BEIS]

Monos has strong trust signals and travel-use language, including a 4.9 rating based on 1,355 reviews, lifetime warranty, 100-day trial, free shipping, and a claim that the carry-on is designed to fit in the overhead bin of almost any flight, anywhere in the world.","BEIS is clear on core specs and packing features because it provides exterior and interior dimensions, materials, capacity, weight, hard-shell construction, 360° wheels, TSA locks, expansion, compression details, pouches, and an airline-guideline caution."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,original_2023_2024,16,20,16-20,20,Travelpro,1,1,1.0,1.0,1,1.0,0.14285714285714285,1,1.0,1,1,1,1.0,1.0,0.14285714285714285,1,1.0,1,1,capacity_volume;comparison_ready_evidence;dimensions;electronics_convenience;lock_security;overhead_bin_or_airline_fit;sustainability;weight;wheels_mobility,9,0.47368421052631576,0.059654300593259685,0.027777777777777776,0.39416770222391506,1.0,1,0,270,Travelpro > Delsey > BEIS > Monos > Monos > INUSA > INUSA,"[Travelpro]

Delsey is also strong for comparison because it gives feature icons, specific materials, weight, exterior and interior dimensions, volume, wheel details, security details, USB information, included bags, a carry-on sizing FAQ, and airline-size caveats.",Travelpro provides the clearest comparison page overall.
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,original_2023_2024,16,20,16-20,20,Delsey,1,1,2.0,0.5,2,0.8,0.14285714285714285,2,0.8,0,1,1,2.0,0.5,0.14285714285714285,2,0.8,2,0,capacity_volume;comparison_ready_evidence;dimensions;expansion;lock_security;material_shell;overhead_bin_or_airline_fit;packing_organization;sustainability;tradeoff_or_limitation;weight;wheels_mobility,12,0.631578947368421,0.0729047414907822,0.05714285714285714,0.33280149967660255,0.5,3,1,270,Travelpro > Delsey > BEIS > Monos > Monos > INUSA > INUSA,"[Delsey]

BEIS is clear on core specs and packing features because it provides exterior and interior dimensions, materials, capacity, weight, hard-shell construction, 360° wheels, TSA locks, expansion, compression details, pouches, and an airline-guideline caution.","Delsey is also strong for comparison because it gives feature icons, specific materials, weight, exterior and interior dimensions, volume, wheel details, security details, USB information, included bags, a carry-on sizing FAQ, and airline-size caveats."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,original_2023_2024,16,20,16-20,20,INUSA,1,2,6.0,0.16666666666666666,6,0.0,0.2857142857142857,5,0.2,0,1,2,6.0,0.16666666666666666,0.2857142857142857,5,0.2,5,0,capacity_volume;comparison_ready_evidence;dimensions;overhead_bin_or_airline_fit;packing_organization;tradeoff_or_limitation;warranty_trial_return,7,0.3684210526315789,0.055779821273353444,0.1951219512195122,0.3141084674639133,0.2727272727272727,7,4,270,Travelpro > Delsey > BEIS > Monos > Monos > INUSA > INUSA,"[INUSA]

INUSA feels less complete for comparison because the provided page does not include liter capacity, warranty or return details, interior organization specifics beyond lining and tie-down straps, or a detailed airline-fit caveat beyond “suitable for most major Airlines.” [INUSA]","INUSA gives useful basics such as price, sale messaging, weight, dimensions, hardside PC/ABS material, 360° wheels, TSA-approved lock, Travel Sentry approval, and a note that wheels add two inches to overall height. INUSA feels less complete for comparison because the provided page does not include liter capacity, warranty or return details, interior organization specifics beyond lining and tie-down straps, or a detailed airline-fit caveat beyond “suitable for most major Airlines.”"
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,original_2023_2024,6,10,6-10,6,Monos,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,104,Delsey > Delsey,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,6,10,6-10,6,BEIS,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,104,Delsey > Delsey,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,original_2023_2024,6,10,6-10,6,Travelpro,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,104,Delsey > Delsey,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,original_2023_2024,6,10,6-10,6,Delsey,1,2,1.0,1.0,1,1.0,1.0,1,1.0,1,1,2,1.0,1.0,1.0,1,1.0,1,1,overhead_bin_or_airline_fit;tradeoff_or_limitation;weight,3,0.15789473684210525,0.16306313024257105,0.30434782608695654,0.47651041399664545,0.0,3,3,104,Delsey > Delsey,"[Delsey] The key size limitation is that it is a larger carry-on marketed as fitting overhead on most US or domestic airlines, but the page warns that carry-on size and weight restrictions vary by airline, so you should check your airline before relying on it. [Delsey]","For a stylish overpacker taking a 3-5 day trip, I would recommend the Delsey CHATELET AIR 2.0 Carry-On Plus Spinner because it is specifically described as a refined, stylish large carry-on and the product page says the Carry-On Plus is ideal for 3-5 day trips and fits 5-7 outfits."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,original_2023_2024,6,10,6-10,6,INUSA,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,104,Delsey > Delsey,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,original_2023_2024,6,10,6-10,7,Monos,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,165,Travelpro > Travelpro > Travelpro > Travelpro,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,6,10,6-10,7,BEIS,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,165,Travelpro > Travelpro > Travelpro > Travelpro,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,original_2023_2024,6,10,6-10,7,Travelpro,1,4,1.0,1.0,1,1.0,1.0,1,1.0,1,1,2,1.0,1.0,1.0,1,1.0,1,1,cleaning_care;durability_protection;handle;lock_security;material_shell;overhead_bin_or_airline_fit;warranty_trial_return;wheels_mobility,8,0.42105263157894735,0.26430319937716584,0.42105263157894735,0.6502290609280648,0.8571428571428571,13,1,165,Travelpro > Travelpro > Travelpro > Travelpro,"[Travelpro] It has an ultra-strong 100% polycarbonate shell that flexes on impact to help prevent cracking, aluminum corner armor for high-impact areas, a built-in TSA-approved lock, and a textured finish that helps reduce visible scuffs or scratches. [Travelpro] It also stands out for airport handling because the PrecisionGlide system uses eight MagnaTrac self-aligning spinner wheels with a four-stop PowerScope Lite handle and Contour Grip for precise control and effortless rolling. [Travelpro] Its reassurance is especially strong because the page lists a limited warranty covering wheels, zippers, extension handles, and carrying handles, a Trusted Companion Promise that can cover shipping for warranty repair or replacement and airline/common-carrier damage repair for the first five years after registration, plus a 100-day trial with full refund and paid return shipping. [Travelpro]","The Travelpro Platinum Elite Carry-On Expandable Hardside Spinner seems best for a buyer who wants a traditional luggage brand feel with protection, smooth airport handling, and strong reassurance."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,original_2023_2024,6,10,6-10,7,Delsey,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,165,Travelpro > Travelpro > Travelpro > Travelpro,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,original_2023_2024,6,10,6-10,7,INUSA,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,165,Travelpro > Travelpro > Travelpro > Travelpro,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,original_2023_2024,6,10,6-10,8,Monos,1,1,5.0,0.2,5,0.2,0.14285714285714285,4,0.4,0,0,0,,0.0,0.0,6,0.0,6,0,comparison_ready_evidence;tradeoff_or_limitation;warranty_trial_return,3,0.15789473684210525,0.021492290982649938,0.05555555555555555,0.1675440722316177,0.0,2,2,166,INUSA > INUSA > BEIS > Delsey > Monos > Travelpro > INUSA,"[BEIS] [Delsey] [Monos] [Travelpro] The InUSA page also does not provide warranty or return-trial details in the supplied text, so there is not enough product-page information to compare its post-purchase reassurance with the others.",
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,6,10,6-10,8,BEIS,1,1,3.0,0.3333333333333333,3,0.6,0.14285714285714285,2,0.8,0,0,0,,0.0,0.0,6,0.0,6,0,comparison_ready_evidence;tradeoff_or_limitation;warranty_trial_return,3,0.15789473684210525,0.004929820441329727,0.0,0.18256491145668702,0.0,2,2,166,INUSA > INUSA > BEIS > Delsey > Monos > Travelpro > INUSA,"[BEIS] [Delsey] [Monos] [Travelpro] The InUSA page also does not provide warranty or return-trial details in the supplied text, so there is not enough product-page information to compare its post-purchase reassurance with the others.",
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,original_2023_2024,6,10,6-10,8,Travelpro,1,1,6.0,0.16666666666666666,6,0.0,0.14285714285714285,5,0.2,0,0,0,,0.0,0.0,6,0.0,6,0,comparison_ready_evidence;tradeoff_or_limitation;warranty_trial_return,3,0.15789473684210525,0.028818608270667897,0.027777777777777776,0.158176002355888,0.0,2,2,166,INUSA > INUSA > BEIS > Delsey > Monos > Travelpro > INUSA,"[BEIS] [Delsey] [Monos] [Travelpro] The InUSA page also does not provide warranty or return-trial details in the supplied text, so there is not enough product-page information to compare its post-purchase reassurance with the others.",
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,original_2023_2024,6,10,6-10,8,Delsey,1,1,4.0,0.25,4,0.4,0.14285714285714285,3,0.6,0,0,0,,0.0,0.0,6,0.0,6,0,comparison_ready_evidence;tradeoff_or_limitation;warranty_trial_return,3,0.15789473684210525,0.029054808971957616,0.05555555555555555,0.17905657582947926,0.0,2,2,166,INUSA > INUSA > BEIS > Delsey > Monos > Travelpro > INUSA,"[BEIS] [Delsey] [Monos] [Travelpro] The InUSA page also does not provide warranty or return-trial details in the supplied text, so there is not enough product-page information to compare its post-purchase reassurance with the others.",
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,original_2023_2024,6,10,6-10,8,INUSA,1,3,1.0,1.0,1,1.0,0.42857142857142855,1,1.0,1,1,3,1.0,1.0,1.0,1,1.0,1,1,durability_protection;electronics_convenience;expansion;lock_security;material_shell;packing_organization;price_value;warranty_trial_return;weight;wheels_mobility,10,0.5263157894736842,0.17458880463836876,0.2403846153846154,0.6262386111301029,0.5,6,2,166,INUSA > INUSA > BEIS > Delsey > Monos > Travelpro > INUSA,"[INUSA] It is listed at 5.9 lbs with a sale price of $119.99, and the page describes a hard-flex PC/ABS-engineered shell, four 360° spinner wheels, a built-in TSA-approved combination lock, a Travel Sentry Approved lock, full 210D polyester lining, and tie-down straps for basic organization. [INUSA] Compared with the higher-priced options, you may give up premium extras that their pages specifically list, such as 100% polycarbonate construction, expansion, USB charging access, dedicated wet-item storage, compression panels, laundry or shoe bags, more advanced zipper or corner-protection systems, and stronger stated warranty or trial programs. [INUSA]","The InUSA Ally Hardside 20-inch Carry-On Spinner looks like the lightest and most budget-conscious option that still checks the core boxes. The InUSA page also does not provide warranty or return-trial details in the supplied text, so there is not enough product-page information to compare its post-purchase reassurance with the others."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,original_2023_2024,6,10,6-10,9,Monos,1,1,5.0,0.2,5,0.2,0.14285714285714285,3,0.6,0,1,1,5.0,0.2,0.14285714285714285,3,0.6,3,0,cleaning_care;comparison_ready_evidence;dimensions;durability_protection;handle;lock_security;material_shell;tradeoff_or_limitation;weight,9,0.47368421052631576,0.04983047404062844,0.05405405405405406,0.2361443783548303,0.3333333333333333,2,1,208,Travelpro > Delsey > Travelpro > Delsey > Monos > BEIS > INUSA,"[Monos] Béis adds practical overpacking and exterior protection details, including a 100% virgin polycarbonate body, TSA locks, water-resistant zipper tape, and a side handle with a weight-limit indicator to help check when the bag may be overpacked.","Monos also stands out for material and zipper quality because its page lists an unbreakable or aerospace-grade polycarbonate shell, an integrated TSA-approved lock, reverse coil YKK zippers, and colour-coordinated gaskets."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,6,10,6-10,9,BEIS,1,1,6.0,0.16666666666666666,6,0.0,0.14285714285714285,4,0.4,0,1,1,6.0,0.16666666666666666,0.14285714285714285,4,0.4,4,0,cleaning_care;durability_protection;lock_security;material_shell;price_value,5,0.2631578947368421,0.02879890217855663,0.02702702702702703,0.17911208010380048,0.3333333333333333,2,1,208,Travelpro > Delsey > Travelpro > Delsey > Monos > BEIS > INUSA,"[BEIS] InUSA is the budget protection pick because it lists a PC/ABS hard-flex shell with a micro-diamond water- and scratch-resistant finish, impact-resistant design, self-repairable oversized zippers, and a Travel Sentry Approved lock.","Béis adds practical overpacking and exterior protection details, including a 100% virgin polycarbonate body, TSA locks, water-resistant zipper tape, and a side handle with a weight-limit indicator to help check when the bag may be overpacked."
