comparison,mode,source_file_current,source_path,run_type,focal_current_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label_current,question_id,product,cited_current,ref_count_current,first_citation_index,first_citation_score_current,recommendation_rank_proxy_current,rank_score_proxy_current,top1_cited_flag_current,feature_categories,feature_count_current,feature_coverage_current,tfidf_product_answer_similarity_current,bigram_overlap_product_answer_current,pais_product_answer_influence_score_current,answer_word_count,citation_sequence,cited_answer_sentences,cited_baseline,ref_count_baseline,first_citation_score_baseline,recommendation_rank_proxy_baseline,rank_score_proxy_baseline,top1_cited_flag_baseline,feature_count_baseline,feature_coverage_baseline,tfidf_product_answer_similarity_baseline,bigram_overlap_product_answer_baseline,pais_product_answer_influence_score_baseline,source_file_baseline,prompt_set_label_baseline,baseline_match_found,delta_cited,delta_ref_count,delta_first_citation_score,delta_recommendation_rank_proxy,delta_rank_score_proxy,delta_top1_cited_flag,delta_feature_count,delta_feature_coverage,delta_tfidf_product_answer_similarity,delta_bigram_overlap_product_answer,delta_pais_product_answer_influence_score,delta_citation_rate,delta_mean_ref_count,rank_improvement_current_minus_baseline,delta_top1_cited_share,delta_pais
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_11.txt,one_product_current,Delsey,current_2026,11,15,11-15,11,Delsey,1,1,6.0,0.16666666666666666,4,0.4,0,overhead_bin_or_airline_fit;tradeoff_or_limitation,2,0.10526315789473684,0.02712627560647564,0.0,0.14314455336690918,342,Monos > Travelpro > Travelpro > BEIS > BEIS > Delsey > INUSA > INUSA,[Delsey] The provided Delsey text does not include specific airline-fit or sizer-bin language.,1.0,2.0,0.25,3.0,0.6,0.0,6.0,0.3157894736842105,0.11552371042427019,0.1323529411764706,0.32278224466483335,baseline_11.txt,11-15,True,0.0,-1.0,-0.08333333333333334,1.0,-0.19999999999999996,0.0,-4.0,-0.21052631578947367,-0.08839743481779455,-0.1323529411764706,-0.17963769129792417,0.0,-1.0,-1.0,0.0,-0.17963769129792417
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_11.txt,one_product_current,Delsey,current_2026,11,15,11-15,12,Delsey,1,1,7.0,0.14285714285714285,4,0.4,0,cleaning_care;durability_protection;tradeoff_or_limitation,3,0.15789473684210525,0.021372417029628762,0.0,0.1477581926791087,268,Travelpro > Travelpro > BEIS > BEIS > INUSA > INUSA > Delsey > Monos,"[Delsey] The provided Delsey text does not specifically mention stain resistance, scuff resistance, scratch resistance, water resistance, wipe-clean care, or a protective finish.",1.0,1.0,0.2,4.0,0.4,0.0,6.0,0.3157894736842105,0.025846154625006494,0.02702702702702703,0.19571451304923076,baseline_11.txt,11-15,True,0.0,0.0,-0.05714285714285716,0.0,0.0,0.0,-3.0,-0.15789473684210525,-0.004473737595377732,-0.02702702702702703,-0.04795632037012207,0.0,0.0,0.0,0.0,-0.04795632037012207
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_11.txt,one_product_current,Delsey,current_2026,11,15,11-15,13,Delsey,1,2,1.0,1.0,1,1.0,1,durability_protection;sustainability;tradeoff_or_limitation,3,0.15789473684210525,0.08195964893561958,0.22413793103448276,0.448258233477384,254,Delsey > Delsey > Monos > BEIS > BEIS > Travelpro > INUSA,"[Delsey] Delsey also says its eco-friendly designs are made to be durable, resistant, and of the highest quality, which connects the sustainability claim to durability. [Delsey] The evidence is useful but not very detailed because the provided page text does not state what percentage of the bag is recycled, which parts are recycled, or whether there is a certification.",1.0,3.0,1.0,1.0,1.0,1.0,4.0,0.21052631578947367,0.0593391012157148,0.04477611940298507,0.5106895013114855,baseline_11.txt,11-15,True,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.05263157894736842,0.02262054771990478,0.1793618116314977,-0.06243126783410147,0.0,-1.0,0.0,0.0,-0.06243126783410147
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_11.txt,one_product_current,Delsey,current_2026,11,15,11-15,14,Delsey,1,1,5.0,0.2,3,0.6,0,electronics_convenience;tradeoff_or_limitation,2,0.10526315789473684,0.03529242713767004,0.0,0.1514444503398147,329,Travelpro > Travelpro > BEIS > BEIS > Delsey > Monos > INUSA,[Delsey] The provided Delsey text does not say whether a battery is included or how the USB system is configured.,1.0,1.0,0.3333333333333333,3.0,0.6,0.0,4.0,0.21052631578947367,0.03167932239060004,0.029411764705882353,0.2028528923418971,baseline_11.txt,11-15,True,0.0,0.0,-0.1333333333333333,0.0,0.0,0.0,-2.0,-0.10526315789473684,0.003613104747070002,-0.029411764705882353,-0.05140844200208239,0.0,0.0,0.0,0.0,-0.05140844200208239
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_11.txt,one_product_current,Delsey,current_2026,11,15,11-15,15,Delsey,1,2,5.0,0.2,3,0.6,0,cleaning_care;comparison_ready_evidence;dimensions;lock_security;overhead_bin_or_airline_fit;sustainability;tradeoff_or_limitation;weight;wheels_mobility,9,0.47368421052631576,0.05743042492311244,0.013513513513513514,0.31491662078357935,321,Travelpro > Travelpro > BEIS > BEIS > Delsey > Delsey > INUSA > INUSA > Monos,"[Delsey] A shopper should double-check airline fit because the provided page text does not include sizer-bin or airline-compliance language, and should also verify the recycled-material details because the page does not state the recycled percentage or components. [Delsey]

INUSA gives useful basic product information, including weight, dimensions, a note that wheels are excluded and 2 inches should be added to height, material and finish claims, TSA lock details, wheels, handles, and airline-suitability language.",1.0,3.0,0.3333333333333333,3.0,0.6,0.0,12.0,0.631578947368421,0.06903048317658154,0.07692307692307693,0.4683270143141287,baseline_11.txt,11-15,True,0.0,-1.0,-0.1333333333333333,0.0,0.0,0.0,-3.0,-0.15789473684210525,-0.011600058253469103,-0.06340956340956341,-0.15341039353054936,0.0,-1.0,0.0,0.0,-0.15341039353054936
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_6.txt,one_product_current,Delsey,current_2026,6,10,6-10,6,Delsey,1,2,1.0,1.0,1,1.0,1,capacity_volume;dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation;weight;wheels_mobility,6,0.3157894736842105,0.060099481165686516,0.09375,0.45590695763664607,146,Delsey > Delsey > BEIS,"[Delsey] It is still marketed as a carry-on-plus spinner, but the travel-size limitation to keep in mind is its exterior size: 22.75 in. [Delsey] If you want an even roomier fashionable carry-on-style option, the BÉIS Carry-On Roller expands two extra inches and lists 49-61 L capacity, but its page specifically recommends adhering to airline guidelines and checking weight-limit restrictions.",1.0,2.0,1.0,1.0,1.0,1.0,7.0,0.3684210526315789,0.11261920708764243,0.12987012987012986,0.4823552380910305,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.05263157894736842,-0.05251972592195592,-0.03612012987012986,-0.02644828045438441,0.0,0.0,0.0,0.0,-0.02644828045438441
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_6.txt,one_product_current,Delsey,current_2026,6,10,6-10,7,Delsey,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,154,Travelpro > Travelpro > Travelpro > Travelpro,,1.0,1.0,0.2,2.0,0.8,0.0,0.0,0.0,0.041692950578616925,0.0,0.13167192344905673,baseline_6.txt,6-10,True,-1.0,-1.0,-0.2,4.0,-0.8,0.0,0.0,0.0,-0.041692950578616925,0.0,-0.13167192344905673,-1.0,-1.0,-4.0,0.0,-0.13167192344905673
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_6.txt,one_product_current,Delsey,current_2026,6,10,6-10,8,Delsey,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,200,INUSA > INUSA > Travelpro > Monos,,1.0,1.0,0.25,3.0,0.6,0.0,0.0,0.0,0.031093309727332097,0.0,0.13955199527879975,baseline_6.txt,6-10,True,-1.0,-1.0,-0.25,3.0,-0.6,0.0,0.0,0.0,-0.031093309727332097,0.0,-0.13955199527879975,-1.0,-1.0,-3.0,0.0,-0.13955199527879975
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_6.txt,one_product_current,Delsey,current_2026,6,10,6-10,9,Delsey,1,1,2.0,0.5,2,0.8,0,comparison_ready_evidence;lock_security;material_shell;warranty_trial_return,4,0.21052631578947367,0.05033084776772498,0.0,0.23550476604477308,219,Travelpro > Delsey > Monos > INUSA > BEIS,"[Delsey] Monos stands out for premium shell-and-zipper details, with an unbreakable or aerospace-grade polycarbonate shell, integrated TSA-approved lock, reverse-coil YKK zippers, and a limited lifetime warranty.",1.0,2.0,0.5,2.0,0.8,0.0,4.0,0.21052631578947367,0.05337814451651352,0.058823529411764705,0.32827108813962885,baseline_6.txt,6-10,True,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003047296748788543,-0.058823529411764705,-0.09276632209485577,0.0,-1.0,0.0,0.0,-0.09276632209485577
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_6.txt,one_product_current,Delsey,current_2026,6,10,6-10,10,Delsey,1,1,5.0,0.2,2,0.8,0,,0,0.0,0.09147024336499919,0.0,0.14162738200633318,158,Travelpro > Travelpro > Travelpro > Travelpro > Delsey,[Delsey],1.0,1.0,0.25,2.0,0.8,0.0,0.0,0.0,0.041692950578616925,0.0,0.1416719234490567,baseline_6.txt,6-10,True,0.0,0.0,-0.04999999999999999,0.0,0.0,0.0,0.0,0.0,0.049777292786382266,0.0,-4.454144272353355e-05,0.0,0.0,0.0,0.0,-4.454144272353355e-05
01_2023_2024_original_vs_2026_current,one_product_current,desley_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\desley_2023vs2026_16.txt,one_product_current,Delsey,current_2026,16,20,16-20,16,Delsey,1,2,3.0,0.3333333333333333,3,0.6,0,capacity_volume;dimensions;lock_security;material_shell;overhead_bin_or_airline_fit;tradeoff_or_limitation;weight;wheels_mobility,8,0.42105263157894735,0.06509778847288035,0.022727272727272728,0.3339725082527898,311,BEIS > Travelpro > Delsey > Monos > INUSA > Travelpro > BEIS > Delsey,"[Delsey]

I would be cautious about Monos for this exact checklist because the supplied page clearly says Carry-On, polycarbonate shell, TSA-approved lock, and whisper-quiet wheels, but it does not provide capacity, weight, dimensions, or the word spinner in the provided text. [Delsey]",1.0,1.0,0.3333333333333333,3.0,0.6,0.0,6.0,0.3157894736842105,0.091386135407285,0.08695652173913043,0.2444786000791687,baseline_16.txt,16-20,True,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.10526315789473684,-0.026288346934404655,-0.0642292490118577,0.0894939081736211,0.0,1.0,0.0,0.0,0.0894939081736211
01_2023_2024_original_vs_2026_current,one_product_current,desley_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\desley_2023vs2026_16.txt,one_product_current,Delsey,current_2026,16,20,16-20,17,Delsey,1,1,4.0,0.25,3,0.6,0,capacity_volume;weight,2,0.10526315789473684,0.03158915323447829,0.058823529411764705,0.16952732497094106,270,BEIS > BEIS > Travelpro > Delsey > Monos > INUSA > BEIS > Travelpro,"[Delsey]

I would not rank Monos or INUSA for capacity-to-weight from the supplied product-page text.",1.0,1.0,0.25,3.0,0.6,0.0,3.0,0.15789473684210525,0.02936754789074534,0.0,0.17078579027990345,baseline_16.txt,16-20,True,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.05263157894736842,0.0022216053437329533,0.058823529411764705,-0.0012584653089623976,0.0,0.0,0.0,0.0,-0.0012584653089623976
01_2023_2024_original_vs_2026_current,one_product_current,desley_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\desley_2023vs2026_16.txt,one_product_current,Delsey,current_2026,16,20,16-20,18,Delsey,1,4,4.0,0.25,3,0.6,0,comparison_ready_evidence;dimensions;durability_protection;electronics_convenience;expansion;packing_organization;price_value,7,0.3684210526315789,0.0676289970027569,0.06086956521739131,0.3963404447094759,479,Travelpro > Travelpro > BEIS > Delsey > INUSA > INUSA > Travelpro > Delsey > Travelpro > Delsey > Delsey > BEIS > Monos > Monos,"[Delsey]

For budget shoppers, INUSA is the clearest match because the supplied page shows a sale price of $119.99, an additional 40% off code, and free shipping. [Delsey]

For tech-heavy travelers, Travelpro is the strongest match because it has external USB A and C ports with fast-charge capabilities and a dedicated external-access battery pocket for FAA-compliant power-bank storage, though the power bank is not included. [Delsey]

For style-focused travelers, Delsey is the strongest match because the page emphasizes elegance, soft-touch handles, a peach-skin-touch interior, refined compartments, corner protection, and a stylish overpacker positioning. [Delsey] BEIS is also style-forward because the page calls out the Beige color, a gradient 3D stripe design, vegan-leather trim, and branded hardware details.",1.0,2.0,0.1111111111111111,5.0,0.2,0.0,3.0,0.15789473684210525,0.03079098675986277,0.11764705882352941,0.2442730924328119,baseline_16.txt,16-20,True,0.0,2.0,0.1388888888888889,-2.0,0.39999999999999997,0.0,4.0,0.21052631578947367,0.03683801024289413,-0.0567774936061381,0.152067352276664,0.0,2.0,2.0,0.0,0.152067352276664
01_2023_2024_original_vs_2026_current,one_product_current,desley_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\desley_2023vs2026_16.txt,one_product_current,Delsey,current_2026,16,20,16-20,19,Delsey,1,1,5.0,0.2,4,0.4,0,capacity_volume;tradeoff_or_limitation,2,0.10526315789473684,0.01702176288217189,0.0,0.14779031748871507,259,Monos > BEIS > Travelpro > Travelpro > Delsey > INUSA > INUSA,"[Delsey]

I would not recommend INUSA for shoppers who need confirmed packing volume before buying, because the supplied page does not list capacity.",1.0,2.0,0.25,3.0,0.6,0.0,5.0,0.2631578947368421,0.07883837603651127,0.19148936170212766,0.3137893250766565,baseline_16.txt,16-20,True,0.0,-1.0,-0.04999999999999999,1.0,-0.19999999999999996,0.0,-3.0,-0.15789473684210525,-0.06181661315433938,-0.19148936170212766,-0.16599900758794145,0.0,-1.0,-1.0,0.0,-0.16599900758794145
01_2023_2024_original_vs_2026_current,one_product_current,desley_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\desley_2023vs2026_16.txt,one_product_current,Delsey,current_2026,16,20,16-20,20,Delsey,1,2,4.0,0.25,3,0.6,0,comparison_ready_evidence;dimensions;electronics_convenience;lock_security;material_shell;overhead_bin_or_airline_fit;price_value;sustainability;tradeoff_or_limitation;weight;wheels_mobility,11,0.5789473684210527,0.049334713401480476,0.03076923076923077,0.34693846764655795,323,Travelpro > BEIS > BEIS > Delsey > Delsey > INUSA > INUSA > Monos > Monos,"[Delsey] Delsey feels less complete than Travelpro for pre-purchase comparison because the supplied text does not explain the USB port, does not include sizer-bin-tested language, and does not include a specific airline-restriction caveat. [Delsey]

INUSA gives useful basics such as sale price, discount code, free shipping, hardside carry-on spinner naming, wheel type, lock type, material, weight, dimensions, and the Travel Sentry-approved lock explanation.",1.0,2.0,0.5,2.0,0.8,0.0,12.0,0.631578947368421,0.07146740366620602,0.09230769230769231,0.42112209071974593,baseline_16.txt,16-20,True,0.0,0.0,-0.25,1.0,-0.20000000000000007,0.0,-1.0,-0.05263157894736836,-0.022132690264725544,-0.06153846153846154,-0.07418362307318799,0.0,0.0,-1.0,0.0,-0.07418362307318799
01_2023_2024_original_vs_2026_current,one_product_current,inusa_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\inusa_2023vs2026_1.txt,one_product_current,INUSA,current_2026,1,5,1-5,1,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,129,Delsey > Delsey > Travelpro,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_1.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01_2023_2024_original_vs_2026_current,one_product_current,inusa_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\inusa_2023vs2026_1.txt,one_product_current,INUSA,current_2026,1,5,1-5,2,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,103,Travelpro > Travelpro > Delsey,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_1.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01_2023_2024_original_vs_2026_current,one_product_current,inusa_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\inusa_2023vs2026_1.txt,one_product_current,INUSA,current_2026,1,5,1-5,3,INUSA,1,1,4.0,0.25,4,0.4,0,,0,0.0,0.010037328499165605,0.0,0.13534079903316645,97,Travelpro > BEIS > Delsey > INUSA > Travelpro,[Delsey] [INUSA] [Travelpro],0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_1.txt,1-5,True,1.0,1.0,0.25,-2.0,0.4,0.0,0.0,0.0,0.010037328499165605,0.0,0.13534079903316645,1.0,1.0,2.0,0.0,0.13534079903316645
01_2023_2024_original_vs_2026_current,one_product_current,inusa_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\inusa_2023vs2026_1.txt,one_product_current,INUSA,current_2026,1,5,1-5,4,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,120,BEIS > Delsey > Monos,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_1.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01_2023_2024_original_vs_2026_current,one_product_current,inusa_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\inusa_2023vs2026_1.txt,one_product_current,INUSA,current_2026,1,5,1-5,5,INUSA,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,202,Travelpro > Travelpro > Monos > Delsey,,1.0,1.0,0.16666666666666666,3.0,0.6,0.0,0.0,0.0,0.06163624144428317,0.0,0.12899391495552331,baseline_1.txt,1-5,True,-1.0,-1.0,-0.16666666666666666,3.0,-0.6,0.0,0.0,0.0,-0.06163624144428317,0.0,-0.12899391495552331,-1.0,-1.0,-3.0,0.0,-0.12899391495552331
01_2023_2024_original_vs_2026_current,one_product_current,inusa_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\inusa_2023vs2026_11.txt,one_product_current,INUSA,current_2026,11,15,11-15,11,INUSA,1,1,2.0,0.5,2,0.8,0,,0,0.0,0.008353343031418057,0.0,0.18500400193961697,319,Monos > INUSA > Travelpro > Travelpro > Delsey > BEIS,[INUSA] Travelpro is reassuring for domestic U.S.,1.0,1.0,0.14285714285714285,5.0,0.2,0.0,1.0,0.05263157894736842,0.0074656432847253745,0.0,0.12392420635118066,baseline_11.txt,11-15,True,0.0,0.0,0.35714285714285715,-3.0,0.6000000000000001,0.0,-1.0,-0.05263157894736842,0.0008876997466926821,0.0,0.061079795588436306,0.0,0.0,3.0,0.0,0.061079795588436306
01_2023_2024_original_vs_2026_current,one_product_current,inusa_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\inusa_2023vs2026_11.txt,one_product_current,INUSA,current_2026,11,15,11-15,12,INUSA,1,1,4.0,0.25,3,0.6,0,durability_protection;tradeoff_or_limitation,2,0.10526315789473684,0.017106067325281096,0.0,0.15780717837733693,228,Travelpro > Travelpro > BEIS > INUSA > Delsey > Monos,"[INUSA]

Delsey has some protective durability claims but less direct cleanability language.",1.0,2.0,0.3333333333333333,2.0,0.8,0.0,3.0,0.15789473684210525,0.034232664100114905,0.0,0.27175881352177733,baseline_11.txt,11-15,True,0.0,-1.0,-0.08333333333333331,1.0,-0.20000000000000007,0.0,-1.0,-0.05263157894736842,-0.01712659677483381,0.0,-0.1139516351444404,0.0,-1.0,-1.0,0.0,-0.1139516351444404
01_2023_2024_original_vs_2026_current,one_product_current,inusa_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\inusa_2023vs2026_11.txt,one_product_current,INUSA,current_2026,11,15,11-15,13,INUSA,1,1,8.0,0.125,5,0.2,0,,0,0.0,0.029946464500998745,0.0,0.11432262623353309,208,Delsey > Delsey > Delsey > Monos > BEIS > BEIS > Travelpro > INUSA,[INUSA],1.0,1.0,0.14285714285714285,5.0,0.2,0.0,2.0,0.10526315789473684,0.009702211171860082,0.0,0.13489783571808128,baseline_11.txt,11-15,True,0.0,0.0,-0.01785714285714285,0.0,0.0,0.0,-2.0,-0.10526315789473684,0.020244253329138664,0.0,-0.02057520948454819,0.0,0.0,0.0,0.0,-0.02057520948454819
01_2023_2024_original_vs_2026_current,one_product_current,inusa_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\inusa_2023vs2026_11.txt,one_product_current,INUSA,current_2026,11,15,11-15,14,INUSA,1,1,6.0,0.16666666666666666,5,0.2,0,,0,0.0,0.029946464500998745,0.0,0.12265595956686642,267,Travelpro > Travelpro > BEIS > Delsey > Monos > INUSA,[INUSA],1.0,1.0,0.2,5.0,0.2,0.0,1.0,0.05263157894736842,0.007067250745618748,0.0,0.13527309927193076,baseline_11.txt,11-15,True,0.0,0.0,-0.033333333333333354,0.0,0.0,0.0,-1.0,-0.05263157894736842,0.022879213755379997,0.0,-0.01261713970506434,0.0,0.0,0.0,0.0,-0.01261713970506434
01_2023_2024_original_vs_2026_current,one_product_current,inusa_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\inusa_2023vs2026_11.txt,one_product_current,INUSA,current_2026,11,15,11-15,15,INUSA,1,2,7.0,0.14285714285714285,4,0.4,0,capacity_volume;cleaning_care;comparison_ready_evidence;dimensions;handle;lock_security;material_shell;overhead_bin_or_airline_fit;packing_organization;sustainability;tradeoff_or_limitation;warranty_trial_return;weight;wheels_mobility,14,0.7368421052631579,0.08094308460110648,0.06153846153846154,0.3680259024417173,329,Travelpro > Travelpro > Delsey > Delsey > BEIS > BEIS > INUSA > INUSA > Monos > Monos,"[INUSA] A shopper should double-check exact airline limits because the page says “most” airlines rather than all airlines, and the exterior height is listed as 23.19 inches. [INUSA] Monos gives strong brand-style information on build, warranty, trial period, handle quality, shell material, lock, wheels, and interior organization, but the provided text does not include exact dimensions, weight, capacity, cleaning details, or sustainability details.",1.0,3.0,0.16666666666666666,5.0,0.2,0.0,7.0,0.3684210526315789,0.023877055535988644,0.0,0.3617929549668468,baseline_11.txt,11-15,True,0.0,-1.0,-0.023809523809523808,-1.0,0.2,0.0,7.0,0.3684210526315789,0.05706602906511784,0.06153846153846154,0.006232947474870465,0.0,-1.0,1.0,0.0,0.006232947474870465
01_2023_2024_original_vs_2026_current,one_product_current,inusa_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\inusa_2023vs2026_16.txt,one_product_current,INUSA,current_2026,16,20,16-20,16,INUSA,1,1,3.0,0.3333333333333333,3,0.6,0,overhead_bin_or_airline_fit;tradeoff_or_limitation,2,0.10526315789473684,0.009530045133416274,0.0,0.17295864060563063,275,Travelpro > Delsey > INUSA > BEIS > BEIS > Monos > Monos,"[INUSA]

Béis should be treated as mostly compatible but with caution if the checklist is strict about exact wording and airline fit.",1.0,1.0,0.2,5.0,0.2,0.0,0.0,0.0,0.06163624144428317,0.0,0.13566058162218997,baseline_16.txt,16-20,True,0.0,0.0,0.1333333333333333,-2.0,0.39999999999999997,0.0,2.0,0.10526315789473684,-0.052106196310866895,0.0,0.03729805898344066,0.0,0.0,2.0,0.0,0.03729805898344066
01_2023_2024_original_vs_2026_current,one_product_current,inusa_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\inusa_2023vs2026_16.txt,one_product_current,INUSA,current_2026,16,20,16-20,17,INUSA,1,1,3.0,0.3333333333333333,2,0.8,0,capacity_volume;cleaning_care;durability_protection;electronics_convenience;lock_security;packing_organization;tradeoff_or_limitation;weight;wheels_mobility,9,0.47368421052631576,0.06249599071386855,0.02666666666666667,0.26123604024803687,249,BEIS > BEIS > INUSA > Travelpro > Delsey > Monos,"[INUSA] Travelpro and Delsey offer more total listed volume than INUSA at 45 L and 44 L, but they weigh 8.1 lb and 7.74 lb, respectively; their advantage is not raw liters per pound but richer feature sets such as Travelpro’s USB A and C ports, PrecisionGlide spinner system, water-resistant pocket, and TSA-approved lock, and Delsey’s USB port, TSA-accepted lock, SECURITECH zipper, dual-density spinner wheels, laundry bag, and shoe bag.",1.0,1.0,0.2,4.0,0.4,0.0,4.0,0.21052631578947367,0.01987114753581226,0.0,0.16941282599839053,baseline_16.txt,16-20,True,0.0,0.0,0.1333333333333333,-2.0,0.4,0.0,5.0,0.2631578947368421,0.04262484317805629,0.02666666666666667,0.09182321424964635,0.0,0.0,2.0,0.0,0.09182321424964635
